"long";"lat"
11.7659;57.7425
12.06;57.8087
12.0025;57.7568
17.2983;60.4298
15.042;64.32
12.06;57.8087
15.0877;64.3287
11.9109;57.7683
22.3285;65.5426
20.1701;64.2684
16.2535;56.6814
13.26419;51.06583
15.0871;64.3287
11.7659;57.7425
17.2006;60.7901
13.20826;51.07497
16.2531;56.6818
16.2738;56.6416
15.1169;64.43
12.0025;57.7568
17.0886;60.6595
17.0886;60.6595
15.0139;63.3602
16.2535;56.6814
16.2531;56.6818
16.2531;56.6818
14.9416;59.9345
10.83991;61.6058
16.2535;56.6814
17.0918;60.6687
15.7287;62.0721
17.4308;60.4915
16.9789;60.773
16.419;60.3502
16.2646;56.6415
