individual;development;r;DT;mortality_total;mortality_L2;mortality_L3;temp;loc;year;stage
DSW18008;NA;0.043478261;414;0;0;0;18;Domazlice;2013;L1
PSW1803001;NA;0.040816327;441;0;0;0;18;Praha;2013;L1
PSW21021;NA;0.043010753;488.25;0;0;0;21;Praha;2013;L1
BSW21004001;NA;0.042553191;493.5;0;0;0;21;Bestvi;2013;L1
PSW21035;NA;0.023255814;903;0;0;0;21;Praha;2013;L1
BSW21001;NA;0.020833333;1008;0;0;0;21;Bestvi;2013;L1
BSW18013;NA;0.014705882;1224;0;0;0;18;Bestvi;2013;L1
KSW1801005;NA;0.014084507;1278;0;0;0;18;Klatovy;2013;L1
BSW21002;NA;0.013513514;1554;0;0;0;21;Bestvi;2013;L1
DSW18013;NA;0.010050251;1791;0;0;0;18;Domazlice;2013;L1
126B25;NA;NA;NA;0;0;0;25;Bestvi;2012;L1
17P15;NA;NA;NA;0;0;0;15;Praha;2012;L1
18P15;NA;NA;NA;0;0;0;15;Praha;2012;L1
19P15;NA;NA;NA;0;0;0;15;Praha;2012;L1
44B15;NA;NA;NA;0;0;0;15;Bestvi;2012;L1
58B21;NA;NA;NA;0;0;0;21;Bestvi;2012;L1
BSW18008;NA;NA;NA;0;0;0;18;Bestvi;2013;L1
BSW18011;NA;NA;NA;0;0;0;18;Bestvi;2013;L1
BSW21003001;NA;NA;NA;0;0;0;21;Bestvi;2013;L1
BSW21005001;NA;NA;NA;0;0;0;21;Bestvi;2013;L1
BSW21016;NA;NA;NA;0;0;0;21;Bestvi;2013;L1
BSW21017;NA;NA;NA;0;0;0;21;Bestvi;2013;L1
DSW18009;NA;NA;NA;0;0;0;18;Domazlice;2013;L1
DSW18010;NA;NA;NA;0;0;0;18;Domazlice;2013;L1
DSW18021;NA;NA;NA;0;0;0;18;Domazlice;2013;L1
KSW1801001;NA;NA;NA;0;0;0;18;Klatovy;2013;L1
PSW18004;NA;NA;NA;0;0;0;18;Praha;2013;L1
PSW18009;NA;NA;NA;0;0;0;18;Praha;2013;L1
PSW18010;NA;NA;NA;0;0;0;18;Praha;2013;L1
PSW1803003;NA;NA;NA;0;0;0;18;Praha;2013;L1
PSW1803006;NA;NA;NA;0;0;0;18;Praha;2013;L1
PSW21012;NA;NA;NA;0;0;0;21;Praha;2013;L1
PSW21019;NA;NA;NA;0;0;0;21;Praha;2013;L1
BSW21001001;NA;NA;NA;1;1;1;21;Bestvi;2013;L1
BSW21002001;NA;NA;NA;1;1;1;21;Bestvi;2013;L1
PSW21058;184.5;0.019230769;1092;0;1;0;21;Praha;2013;L2
127P21;192;0.041666667;504;0;1;0;21;Praha;2012;L2
51B21;192;0.013888889;1512;0;1;0;21;Bestvi;2012;L2
52B21;192;0.013888889;1512;0;1;0;21;Bestvi;2012;L2
53B21;192;0.013888889;1512;0;1;0;21;Bestvi;2012;L2
54B21;192;0.013888889;1512;0;1;0;21;Bestvi;2012;L2
55B21;192;0.013888889;1512;0;1;0;21;Bestvi;2012;L2
56B21;192;0.013888889;1512;0;1;0;21;Bestvi;2012;L2
BSW21024;200;0.022727273;924;0;1;0;21;Bestvi;2013;L2
BSW21005002;205;0.019900498;1055.25;0;1;1;21;Bestvi;2013;L2
PSW21036;205.5;0.01369863;1533;1;1;1;21;Praha;2013;L2
PSW21040;206.5;0.020833333;1008;0;1;0;21;Praha;2013;L2
PSW21053;209.0000007;0.019230769;1092;0;1;0;21;Praha;2013;L2
21B15;216;0.013888889;1080;0;1;1;15;Bestvi;2012;L2
20B15;216;0.013888889;1080;1;1;1;15;Bestvi;2012;L2
PSW21037;225.5;0.014492754;1449;0;1;0;21;Praha;2013;L2
PSW21005;226;0.021505376;976.5;0;1;0;21;Praha;2013;L2
PSW21006;226;0.014084507;1491;0;1;0;21;Praha;2013;L2
PSW21066;228;0.014084507;1491;0;1;0;21;Praha;2013;L2
PSW21067;228;0.014084507;1491;0;1;0;21;Praha;2013;L2
BSW21025;228;0.013888889;1512;0;1;0;21;Bestvi;2013;L2
BSW21023;228;0.013888889;1512;1;1;1;21;Bestvi;2013;L2
PSW21020;229;0.013513514;1554;0;1;0;21;Praha;2013;L2
PSW21033;230.25;0.019607843;1071;0;1;0;21;Praha;2013;L2
PSW21041;230.5000007;0.013888889;1512;0;1;0;21;Praha;2013;L2
PSW21042;230.5000007;0.013888889;1512;0;1;0;21;Praha;2013;L2
PSW21030;231;0.013157895;1596;0;1;0;21;Praha;2013;L2
PSW21032;231;0.013157895;1596;0;1;0;21;Praha;2013;L2
BSW21008;232.5000007;0.018867925;1113;0;1;0;21;Bestvi;2013;L2
PSW21055;233.0000007;0.013157895;1596;0;1;0;21;Praha;2013;L2
PSW21050;233.0000007;0.020833333;1008;1;1;1;21;Praha;2013;L2
71B21;240;0.010416667;2016;1;1;1;21;Bestvi;2012;L2
72B21;240;0.010416667;2016;1;1;1;21;Bestvi;2012;L2
73B21;240;0.010416667;2016;0;1;1;21;Bestvi;2012;L2
74B21;240;0.010416667;2016;0;1;1;21;Bestvi;2012;L2
75B21;240;0.010416667;2016;0;1;1;21;Bestvi;2012;L2
76B21;240;0.010416667;2016;0;1;1;21;Bestvi;2012;L2
DSW18005;250.5;0.014084507;1278;0;1;0;18;Domazlice;2013;L2
BSW21021;252;0.013888889;1512;0;1;0;21;Bestvi;2013;L2
BSW21027;252;0.010416667;2016;0;1;0;21;Bestvi;2013;L2
PSW21061;253.5;0.014084507;1491;1;1;1;21;Praha;2013;L2
PSW21052;254.0000007;0.014492754;1449;0;1;0;21;Praha;2013;L2
PSW21054;254.0000007;0.014492754;1449;0;1;0;21;Praha;2013;L2
PSW21056;254.0000007;0.014492754;1449;1;1;1;21;Praha;2013;L2
BSW18025;255;0.01369863;1314;0;1;0;18;Bestvi;2013;L2
DSW18019;256.7500007;0.019607843;918;0;1;0;18;Domazlice;2013;L2
PSW18014;257.75;0.019047619;945;0;1;0;18;Praha;2013;L2
PSW18015;257.75;0.019047619;945;0;1;0;18;Praha;2013;L2
86P15;264;0.041666667;360;0;1;0;15;Praha;2012;L2
87P15;264;0.041666667;360;0;1;0;15;Praha;2012;L2
88P15;264;0.041666667;360;0;1;0;15;Praha;2012;L2
89P15;264;0.041666667;360;0;1;0;15;Praha;2012;L2
90P15;264;0.041666667;360;0;1;0;15;Praha;2012;L2
91P15;264;0.041666667;360;0;1;0;15;Praha;2012;L2
PSW21063;273;0.011049724;1900.5;0;1;0;21;Praha;2013;L2
PSW18035;273;0.011049724;1629;0;1;0;18;Praha;2013;L2
PSW21065;273;0.011049724;1900.5;1;1;1;21;Praha;2013;L2
DSW18006;273.75;0.01061008;1696.5;0;1;0;18;Domazlice;2013;L2
KSW18002;273.75;0.01061008;1696.5;0;1;0;18;Klatovy;2013;L2
PSW1803005;274.5;0.014084507;1278;0;1;0;18;Praha;2013;L2
PSW21071;277;0.009950249;2110.5;0;1;0;21;Praha;2013;L2
BSW18001;277.5;0.010204082;1764;0;1;0;18;Bestvi;2013;L2
PSW18028;279.25;0.020408163;882;0;1;0;18;Praha;2013;L2
BSW18020;279.25;0.01369863;1314;0;1;0;18;Bestvi;2013;L2
BSW18023;279.25;0.01369863;1314;0;1;0;18;Bestvi;2013;L2
KSW18005;279.25;0.01369863;1314;0;1;0;18;Klatovy;2013;L2
PSW18027;279.25;0.01369863;1314;0;1;0;18;Praha;2013;L2
PSW18029;279.25;0.01369863;1314;0;1;0;18;Praha;2013;L2
PSW21045;279.5;0.014084507;1491;0;1;0;21;Praha;2013;L2
PSW18034;279.5;0.014084507;1278;0;1;0;18;Praha;2013;L2
PSW21047;279.5;0.010526316;1995;0;1;0;21;Praha;2013;L2
DSW18026;279.5;0.010526316;1710;0;1;0;18;Domazlice;2013;L2
PSW21046;279.5;0.010526316;1995;1;1;1;21;Praha;2013;L2
PSW18012;281.5;0.019047619;945;0;1;0;18;Praha;2013;L2
BSW18003;281.75;0.013071895;1377;0;1;0;18;Bestvi;2013;L2
PSW18011;281.75;0.013071895;1377;0;1;0;18;Praha;2013;L2
BSW18009;281.7500007;0.013157895;1368;0;1;0;18;Bestvi;2013;L2
BSW18014;281.7500007;0.013157895;1368;0;1;0;18;Bestvi;2013;L2
BSW18015;281.7500007;0.013157895;1368;0;1;0;18;Bestvi;2013;L2
BSW18017;281.7500007;0.013157895;1368;0;1;0;18;Bestvi;2013;L2
PSW18022;281.7500007;0.013157895;1368;0;1;0;18;Praha;2013;L2
PSW21034;281.7500007;0.013157895;1596;0;1;0;21;Praha;2013;L2
1B15;288;0.013888889;1080;1;1;1;15;Bestvi;2012;L2
2B15;288;0.013888889;1080;1;1;1;15;Bestvi;2012;L2
BSW18032;299;0.011049724;1629;0;1;0;18;Bestvi;2013;L2
BSW18028;299;0.008733624;2061;0;1;0;18;Bestvi;2013;L2
BSW18034;299;0.008733624;2061;0;1;0;18;Bestvi;2013;L2
PSW18013;300.75;0.010471204;1719;0;1;0;18;Praha;2013;L2
DSW18015;302.75;0.008403361;2142;0;1;0;18;Domazlice;2013;L2
BSW18024;303;0.008264463;2178;0;1;0;18;Bestvi;2013;L2
KSW18008;303.75;0.010416667;1728;0;1;0;18;Klatovy;2013;L2
PSW21051;304.0000007;0.006802721;3087;0;1;0;21;Praha;2013;L2
BSW18016;305.7500007;0.01369863;1314;0;1;0;18;Bestvi;2013;L2
PSW18025;305.7500007;0.01369863;1314;0;1;0;18;Praha;2013;L2
DSW18020;305.7500007;0.01;1800;0;1;0;18;Domazlice;2013;L2
BSW18019;305.7500007;0.01;1800;0;1;0;18;Bestvi;2013;L2
PSW18024;305.7500007;0.01;1800;0;1;0;18;Praha;2013;L2
PSW18026;305.7500007;0.01;1800;0;1;0;18;Praha;2013;L2
PSW18019;305.7500007;0.01369863;1314;1;1;1;18;Praha;2013;L2
KSW18003;306.0000007;0.019047619;945;0;1;0;18;Klatovy;2013;L2
PSW21026;306.875;0.006944444;3024;0;1;0;21;Praha;2013;L2
PSW18023;306.8750007;0.020408163;882;0;1;0;18;Praha;2013;L2
22B15;312;0.005952381;2520;0;1;1;15;Bestvi;2012;L2
23B15;312;0.005952381;2520;0;1;1;15;Bestvi;2012;L2
24B15;312;0.005952381;2520;0;1;1;15;Bestvi;2012;L2
11P15;312;0.013888889;1080;0;1;0;15;Praha;2012;L2
92P15;312;0.013888889;1080;0;1;0;15;Praha;2012;L2
25B15;312;0.005952381;2520;0;1;0;15;Bestvi;2012;L2
26B15;312;0.005952381;2520;0;1;0;15;Bestvi;2012;L2
27B15;312;0.005952381;2520;0;1;0;15;Bestvi;2012;L2
28B15;312;0.005952381;2520;0;1;0;15;Bestvi;2012;L2
29B15;312;0.005952381;2520;0;1;0;15;Bestvi;2012;L2
30B15;312;0.005952381;2520;0;1;0;15;Bestvi;2012;L2
31B15;312;0.005952381;2520;0;1;0;15;Bestvi;2012;L2
32B15;312;0.005952381;2520;0;1;0;15;Bestvi;2012;L2
33B15;312;0.005952381;2520;0;1;0;15;Bestvi;2012;L2
34B15;312;0.005952381;2520;0;1;0;15;Bestvi;2012;L2
35B15;312;0.005952381;2520;0;1;0;15;Bestvi;2012;L2
36B15;312;0.005952381;2520;0;1;0;15;Bestvi;2012;L2
37B15;312;0.005952381;2520;0;1;0;15;Bestvi;2012;L2
38B15;312;0.005952381;2520;0;1;0;15;Bestvi;2012;L2
39B15;312;0.005952381;2520;0;1;0;15;Bestvi;2012;L2
40B15;312;0.005952381;2520;0;1;0;15;Bestvi;2012;L2
77B21;312;0.005952381;3528;0;1;0;21;Bestvi;2012;L2
78B21;312;0.005952381;3528;0;1;0;21;Bestvi;2012;L2
79B21;312;0.005952381;3528;0;1;0;21;Bestvi;2012;L2
80B21;312;0.005952381;3528;0;1;0;21;Bestvi;2012;L2
81B21;312;0.005952381;3528;0;1;0;21;Bestvi;2012;L2
82B21;312;0.005952381;3528;0;1;0;21;Bestvi;2012;L2
PSW21049;323.25;0.007207207;2913.75;0;1;0;21;Praha;2013;L2
BSW18007;325.75;0.010752688;1674;0;1;0;18;Bestvi;2013;L2
PSW21060;326.5;0.018691589;1123.5;0;1;0;21;Praha;2013;L2
KSW18013;326.5;0.01369863;1314;0;1;0;18;Klatovy;2013;L2
DSW18016;327.25;0.008264463;2178;0;1;0;18;Domazlice;2013;L2
DSW18017;327.25;0.006756757;2664;0;1;0;18;Domazlice;2013;L2
KSW1801006;327.5;0.006779661;2655;0;1;0;18;Klatovy;2013;L2
93P15;336;0.010416667;1440;0;1;0;15;Praha;2012;L2
KSW18011;348;0.009950249;1809;0;1;0;18;Klatovy;2013;L2
PSW18039;348;0.009950249;1809;0;1;0;18;Praha;2013;L2
PSW18033;352.5;0.01369863;1314;0;1;0;18;Praha;2013;L2
DSW18018;353.7500007;0.008264463;2178;0;1;0;18;Domazlice;2013;L2
66P15;360;0.013888889;1080;0;1;0;15;Praha;2012;L2
67P15;360;0.013888889;1080;0;1;0;15;Praha;2012;L2
PSW15001;372;0.010204082;1470;0;1;0;15;Praha;2013;L2
DSW18023;372.5;0.005988024;3006;0;1;0;18;Domazlice;2013;L2
BSW18005;376.75;0.005830904;3087;0;1;0;18;Bestvi;2013;L2
PSW18005;378.5;0.00661157;2722.5;0;1;0;18;Praha;2013;L2
4B15;384;0.010416667;1440;0;1;1;15;Bestvi;2012;L2
3B15;384;0.010416667;1440;1;1;1;15;Bestvi;2012;L2
5B15;384;0.010416667;1440;0;1;0;15;Bestvi;2012;L2
6B15;384;0.010416667;1440;0;1;0;15;Bestvi;2012;L2
7B15;384;0.010416667;1440;0;1;0;15;Bestvi;2012;L2
8B15;384;0.010416667;1440;0;1;0;15;Bestvi;2012;L2
9B15;384;0.010416667;1440;0;1;0;15;Bestvi;2012;L2
PSW21072;392;0.004640371;4525.5;0;1;0;21;Praha;2013;L2
BSW18026;398.5000007;0.005952381;3024;0;1;0;18;Bestvi;2013;L2
PSW15003;399.5;0.007968127;1882.5;0;1;0;15;Praha;2013;L2
PSW15004;402.8750007;0.010416667;1440;0;1;0;15;Praha;2013;L2
136P15;504;0.006944444;2160;0;1;1;15;Praha;2012;L2
PSW15016;537;0.005291005;2835;0;1;0;15;Praha;2013;L2
PSW18031;593.0000007;0.002604167;6912;0;1;0;18;Praha;2013;L2
PSW15015;693.0000007;0.003164557;4740;0;1;0;15;Praha;2013;L2
132P21;NA;0.010416667;2016;0;1;1;21;Praha;2012;L2
125B25;NA;0.010416667;2400;0;1;1;25;Bestvi;2012;L2
131P21;NA;NA;NA;0;1;1;21;Praha;2012;L2
83B21;NA;NA;NA;1;1;1;21;Bestvi;2012;L2
84B21;NA;NA;NA;1;1;1;21;Bestvi;2012;L2
DSW18001;NA;0.021052632;855;1;1;1;18;Domazlice;2013;L2
DSW18001;NA;0.021052632;855;1;1;1;18;Domazlice;2013;L2
12P15;NA;0.006944444;2160;1;1;1;15;Praha;2012;L2
DSW18002;NA;0.021052632;855;0;1;1;18;Domazlice;2013;L2
13P15;NA;0.006944444;2160;0;1;1;15;Praha;2012;L2
99P15;NA;0.010416667;1440;1;1;1;15;Praha;2012;L2
14P15;NA;0.006944444;2160;0;1;1;15;Praha;2012;L2
BSW21014;NA;0.021505376;976.5;0;1;0;21;Bestvi;2013;L2
PSW1803002;NA;0.021052632;855;0;1;0;18;Praha;2013;L2
DSW18004;NA;0.020942408;859.5;0;1;0;18;Domazlice;2013;L2
PSW2504002;NA;0.020833333;1200;0;1;0;25;Praha;2013;L2
BSW21004;NA;0.020408163;1029;0;1;0;21;Bestvi;2013;L2
BSW21003;NA;0.020408163;1029;0;1;0;21;Bestvi;2013;L2
BSW21005;NA;0.020408163;1029;0;1;0;21;Bestvi;2013;L2
KSW1801003;NA;0.020408163;882;0;1;0;18;Klatovy;2013;L2
KSW1801002;NA;0.014184397;1269;0;1;0;18;Klatovy;2013;L2
PSW18002;NA;0.014084507;1278;0;1;0;18;Praha;2013;L2
BSW21006;NA;0.014084507;1491;0;1;0;21;Bestvi;2013;L2
PSW21007;NA;0.014035088;1496.25;0;1;0;21;Praha;2013;L2
57B21;NA;0.013888889;1512;0;1;0;21;Bestvi;2012;L2
KSW1801004;NA;0.013605442;1323;0;1;0;18;Klatovy;2013;L2
PSW18007;NA;0.013513514;1332;0;1;0;18;Praha;2013;L2
BSW18004;NA;0.013071895;1377;0;1;0;18;Bestvi;2013;L2
PSW1803004;NA;0.010471204;1719;0;1;0;18;Praha;2013;L2
KSW18001;NA;0.010416667;1728;0;1;0;18;Klatovy;2013;L2
115B25;NA;0.010416667;2400;0;1;0;25;Bestvi;2012;L2
116B25;NA;0.010416667;2400;0;1;0;25;Bestvi;2012;L2
117B25;NA;0.010416667;2400;0;1;0;25;Bestvi;2012;L2
118B25;NA;0.010416667;2400;0;1;0;25;Bestvi;2012;L2
119B25;NA;0.010416667;2400;0;1;0;25;Bestvi;2012;L2
120B25;NA;0.010416667;2400;0;1;0;25;Bestvi;2012;L2
121B25;NA;0.010416667;2400;0;1;0;25;Bestvi;2012;L2
122B25;NA;0.010416667;2400;0;1;0;25;Bestvi;2012;L2
123B25;NA;0.010416667;2400;0;1;0;25;Bestvi;2012;L2
124B25;NA;0.010416667;2400;0;1;0;25;Bestvi;2012;L2
98P15;NA;0.010416667;1440;0;1;0;15;Praha;2012;L2
BSW18002;NA;0.010204082;1764;0;1;0;18;Bestvi;2013;L2
DSW18011;NA;0.010126582;1777.5;0;1;0;18;Domazlice;2013;L2
PSW18001;NA;0.008230453;2187;0;1;0;18;Praha;2013;L2
15P15;NA;0.006944444;2160;0;1;0;15;Praha;2012;L2
41B15;NA;0.005952381;2520;0;1;0;15;Bestvi;2012;L2
42B15;NA;0.005952381;2520;0;1;0;15;Bestvi;2012;L2
16P15;NA;0.00462963;3240;0;1;0;15;Praha;2012;L2
43B15;NA;0.004166667;3600;0;1;0;15;Bestvi;2012;L2
PSW2504001;NA;NA;NA;0;0;0;25;Praha;2013;L2
85B21;NA;NA;NA;0;0;0;21;Bestvi;2012;L2
128P21;NA;NA;NA;0;0;0;21;Praha;2012;L2
129P21;NA;NA;NA;0;0;0;21;Praha;2012;L2
102B25;NA;NA;NA;0;0;0;25;Bestvi;2012;L2
103B25;NA;NA;NA;0;0;0;25;Bestvi;2012;L2
104B25;NA;NA;NA;0;0;0;25;Bestvi;2012;L2
105B25;NA;NA;NA;0;0;0;25;Bestvi;2012;L2
106B25;NA;NA;NA;0;0;0;25;Bestvi;2012;L2
107B25;NA;NA;NA;0;0;0;25;Bestvi;2012;L2
108B25;NA;NA;NA;0;0;0;25;Bestvi;2012;L2
109B25;NA;NA;NA;0;0;0;25;Bestvi;2012;L2
110B25;NA;NA;NA;0;0;0;25;Bestvi;2012;L2
111B25;NA;NA;NA;0;0;0;25;Bestvi;2012;L2
112B25;NA;NA;NA;0;0;0;25;Bestvi;2012;L2
113B25;NA;NA;NA;0;0;0;25;Bestvi;2012;L2
114B25;NA;NA;NA;0;0;0;25;Bestvi;2012;L2
130P21;NA;NA;NA;0;0;0;21;Praha;2012;L2
BSW21019;NA;NA;NA;0;0;0;21;Bestvi;2013;L2
BSW21020;NA;NA;NA;0;0;0;21;Bestvi;2013;L2
BSW21011;NA;NA;NA;0;0;0;21;Bestvi;2013;L2
BSW21009;NA;NA;NA;0;0;0;21;Bestvi;2013;L2
BSW21010;NA;NA;NA;0;0;0;21;Bestvi;2013;L2
BSW21013;NA;NA;NA;0;0;0;21;Bestvi;2013;L2
BSW21015;NA;NA;NA;0;0;0;21;Bestvi;2013;L2
PSW21023;NA;NA;NA;0;0;0;21;Praha;2013;L2
PSW21008;NA;NA;NA;0;0;0;21;Praha;2013;L2
PSW21009;NA;NA;NA;0;0;0;21;Praha;2013;L2
BSW21022;NA;NA;NA;0;0;0;21;Bestvi;2013;L2
PSW21031;NA;NA;NA;0;0;0;21;Praha;2013;L2
PSW21044;NA;NA;NA;0;0;0;21;Praha;2013;L2
PSW21048;NA;NA;NA;0;0;0;21;Praha;2013;L2
BSW21030;NA;NA;NA;0;0;0;21;Bestvi;2013;L2
BSW21031;NA;NA;NA;0;0;0;21;Bestvi;2013;L2
138P15;NA;NA;NA;0;0;0;15;Praha;2012;L2
139P15;NA;NA;NA;0;0;0;15;Praha;2012;L2
133B15;NA;NA;NA;0;0;0;15;Bestvi;2012;L2
134B15;NA;NA;NA;0;0;0;15;Bestvi;2012;L2
135R15;NA;NA;NA;0;0;0;15;Praha;2012;L2
DSW18022;NA;NA;NA;0;0;0;18;Domazlice;2013;L2
KSW18007;NA;NA;NA;0;0;0;18;Klatovy;2013;L2
PSW21038;NA;NA;NA;0;0;0;21;Praha;2013;L2
DSW18003;NA;NA;NA;0;0;0;18;Domazlice;2013;L2
PSW21062;NA;NA;NA;0;0;0;21;Praha;2013;L2
BSW21018;NA;NA;NA;0;0;0;21;Bestvi;2013;L2
PSW21024;NA;NA;NA;0;0;0;21;Praha;2013;L2
PSW21059;NA;NA;NA;0;0;0;21;Praha;2013;L2
PSW21064;NA;NA;NA;0;0;0;21;Praha;2013;L2
BSW21007;NA;NA;NA;0;0;0;21;Bestvi;2013;L2
BSW21012;NA;NA;NA;0;0;0;21;Bestvi;2013;L2
BSW21026;NA;NA;NA;0;0;0;21;Bestvi;2013;L2
BSW21028;NA;NA;NA;0;0;0;21;Bestvi;2013;L2
PSW21022;NA;NA;NA;0;0;0;21;Praha;2013;L2
PSW21015;NA;NA;NA;0;0;0;21;Praha;2013;L2
PSW21018;NA;NA;NA;0;0;0;21;Praha;2013;L2
PSW21017;NA;NA;NA;0;0;0;21;Praha;2013;L2
PSW21016;NA;NA;NA;0;0;0;21;Praha;2013;L2
PSW21010;NA;NA;NA;0;0;0;21;Praha;2013;L2
PSW21011;NA;NA;NA;0;0;0;21;Praha;2013;L2
PSW21001;NA;NA;NA;0;0;0;21;Praha;2013;L2
PSW21002;NA;NA;NA;0;0;0;21;Praha;2013;L2
PSW21003;NA;NA;NA;0;0;0;21;Praha;2013;L2
PSW21004;NA;NA;NA;0;0;0;21;Praha;2013;L2
PSW21068;NA;NA;NA;0;0;0;21;Praha;2013;L2
PSW21069;NA;NA;NA;0;0;0;21;Praha;2013;L2
PSW21070;NA;NA;NA;0;0;0;21;Praha;2013;L2
BSW18035;NA;NA;NA;0;0;0;18;Bestvi;2013;L2
DSW18027;NA;NA;NA;0;0;0;18;Domazlice;2013;L2
BSW2100?;NA;NA;NA;0;0;0;21;Bestvi;2013;L2
DSW18024;NA;NA;NA;0;0;0;18;Domazlice;2013;L2
PSW21043;NA;NA;NA;0;0;0;21;Praha;2013;L2
PSW18017;NA;NA;NA;0;0;0;18;Praha;2013;L2
PSW18018;NA;NA;NA;0;0;0;18;Praha;2013;L2
PSW21027;NA;NA;NA;0;0;0;21;Praha;2013;L2
PSW21028;NA;NA;NA;0;0;0;21;Praha;2013;L2
PSW21057;NA;NA;NA;0;0;0;21;Praha;2013;L2
BSW18029;NA;NA;NA;0;0;0;18;Bestvi;2013;L2
BSW21029;NA;NA;NA;0;0;0;21;Bestvi;2013;L2
BSW18027;NA;NA;NA;0;0;0;18;Bestvi;2013;L2
DSW18025;NA;NA;NA;0;0;0;18;Domazlice;2013;L2
PSW21029;NA;NA;NA;0;0;0;21;Praha;2013;L2
DSW18012;NA;NA;NA;0;0;0;18;Domazlice;2013;L2
PSW18006;NA;NA;NA;0;0;0;18;Praha;2013;L2
PSW18008;NA;NA;NA;0;0;0;18;Praha;2013;L2
PSW21014;NA;NA;NA;0;0;0;21;Praha;2013;L2
PSW18030;NA;NA;NA;0;0;0;18;Praha;2013;L2
BSW21004002;NA;NA;NA;0;0;0;21;Bestvi;2013;L2
BSW21004003;NA;NA;NA;0;0;0;21;Bestvi;2013;L2
BSW21004004;NA;NA;NA;0;0;0;21;Bestvi;2013;L2
BSW21004005;NA;NA;NA;0;0;0;21;Bestvi;2013;L2
KSW18009;NA;NA;NA;0;0;0;18;Klatovy;2013;L2
PSW18032;NA;NA;NA;0;0;0;18;Praha;2013;L2
DSW18007;NA;NA;NA;0;0;0;18;Domazlice;2013;L2
BSW18038;NA;NA;NA;0;0;0;18;Bestvi;2013;L2
PSW18003;NA;NA;NA;0;0;0;18;Praha;2013;L2
DSW18028;NA;NA;NA;0;0;0;18;Domazlice;2013;L2
BSW18036;NA;NA;NA;0;0;0;18;Bestvi;2013;L2
BSW18037;NA;NA;NA;0;0;0;18;Bestvi;2013;L2
KSW18010;NA;NA;NA;0;0;0;18;Klatovy;2013;L2
PSW18036;NA;NA;NA;0;0;0;18;Praha;2013;L2
PSW18037;NA;NA;NA;0;0;0;18;Praha;2013;L2
PSW18038;NA;NA;NA;0;0;0;18;Praha;2013;L2
BSW18006;NA;NA;NA;0;0;0;18;Bestvi;2013;L2
BSW18030;NA;NA;NA;0;0;0;18;Bestvi;2013;L2
BSW18031;NA;NA;NA;0;0;0;18;Bestvi;2013;L2
PSW18020;NA;NA;NA;0;0;0;18;Praha;2013;L2
PSW18021;NA;NA;NA;0;0;0;18;Praha;2013;L2
45B15;NA;NA;NA;0;0;0;15;Bestvi;2012;L2
46B15;NA;NA;NA;0;0;0;15;Bestvi;2012;L2
94P15;NA;NA;NA;0;0;0;15;Praha;2012;L2
95P15;NA;NA;NA;0;0;0;15;Praha;2012;L2
96P15;NA;NA;NA;0;0;0;15;Praha;2012;L2
97P15;NA;NA;NA;0;0;0;15;Praha;2012;L2
KSW18004;NA;NA;NA;0;0;0;18;Klatovy;2013;L2
BSW18021;NA;NA;NA;0;0;0;18;Bestvi;2013;L2
BSW18022;NA;NA;NA;0;0;0;18;Bestvi;2013;L2
PSW21039;NA;NA;NA;0;0;0;21;Praha;2013;L2
KSW18006;NA;NA;NA;0;0;0;18;Klatovy;2013;L2
PSW21013;NA;NA;NA;0;0;0;21;Praha;2013;L2
PSW21025;NA;NA;NA;0;0;0;21;Praha;2013;L2
BSW15009;NA;NA;NA;0;0;0;15;Bestvi;2013;L2
BSW15008;NA;NA;NA;0;0;0;15;Bestvi;2013;L2
BSW15010;NA;NA;NA;0;0;0;15;Bestvi;2013;L2
BSW15006;NA;NA;NA;0;0;0;15;Bestvi;2013;L2
BSW15007;NA;NA;NA;0;0;0;15;Bestvi;2013;L2
PSW18016;NA;NA;NA;0;0;0;18;Praha;2013;L2
KSW18012;NA;NA;NA;0;0;0;18;Klatovy;2013;L2
BSW18033;NA;NA;NA;0;0;0;18;Bestvi;2013;L2
BSW18010;NA;NA;NA;0;0;0;18;Bestvi;2013;L2
BSW15001;NA;NA;NA;0;0;0;15;Bestvi;2013;L2
PSW15008;NA;NA;NA;0;0;0;15;Praha;2013;L2
BSW15005;NA;NA;NA;0;0;0;15;Bestvi;2013;L2
PSW15009;NA;NA;NA;0;0;0;15;Praha;2013;L2
BSW15004;NA;NA;NA;0;0;0;15;Bestvi;2013;L2
PSW15002;NA;NA;NA;0;0;0;15;Praha;2013;L2
PSW15005;NA;NA;NA;0;0;0;15;Praha;2013;L2
BSW15002;NA;NA;NA;0;0;0;15;Bestvi;2013;L2
BSW18018;NA;NA;NA;0;0;0;18;Bestvi;2013;L2
BSW18018;NA;NA;NA;0;0;0;18;Bestvi;2013;L2
PSW15010;NA;NA;NA;0;0;0;15;Praha;2013;L2
68P15;NA;NA;NA;0;0;0;15;Praha;2012;L2
69P15;NA;NA;NA;0;0;0;15;Praha;2012;L2
PSW15006;NA;NA;NA;0;0;0;15;Praha;2013;L2
BSW15003;NA;NA;NA;0;0;0;15;Bestvi;2013;L2
PSW15007;NA;NA;NA;0;0;0;15;Praha;2013;L2
PSW15012;NA;NA;NA;0;0;0;15;Praha;2013;L2
137P15;NA;NA;NA;0;0;0;15;Praha;2012;L2
PSW15011;NA;NA;NA;0;0;0;15;Praha;2013;L2
