individual;development;r;DT;mortality_total;mortality_L2;mortality_L3;temp;loc;year;stage
BSW18013;NA;NA;NA;0;0;0;18;Bestvi;2013;egg
KSW1801005;NA;NA;NA;0;0;0;18;Klatovy;2013;egg
BSW21002;NA;NA;NA;0;0;0;21;Bestvi;2013;egg
DSW18013;NA;NA;NA;0;0;0;18;Domazlice;2013;egg
126B25;NA;NA;NA;0;0;0;25;Bestvi;2012;egg
17P15;NA;NA;NA;0;0;0;15;Praha;2012;egg
18P15;NA;NA;NA;0;0;0;15;Praha;2012;egg
19P15;NA;NA;NA;0;0;0;15;Praha;2012;egg
44B15;NA;NA;NA;0;0;0;15;Bestvi;2012;egg
58B21;NA;NA;NA;0;0;0;21;Bestvi;2012;egg
BSW18008;NA;NA;NA;0;0;0;18;Bestvi;2013;egg
BSW18011;NA;NA;NA;0;0;0;18;Bestvi;2013;egg
BSW21003001;NA;NA;NA;0;0;0;21;Bestvi;2013;egg
BSW21005001;NA;NA;NA;0;0;0;21;Bestvi;2013;egg
BSW21016;NA;NA;NA;0;0;0;21;Bestvi;2013;egg
BSW21017;NA;NA;NA;0;0;0;21;Bestvi;2013;egg
DSW18009;NA;NA;NA;0;0;0;18;Domazlice;2013;egg
DSW18010;NA;NA;NA;0;0;0;18;Domazlice;2013;egg
DSW18021;NA;NA;NA;0;0;0;18;Domazlice;2013;egg
KSW1801001;NA;NA;NA;0;0;0;18;Klatovy;2013;egg
PSW18004;NA;NA;NA;0;0;0;18;Praha;2013;egg
PSW18009;NA;NA;NA;0;0;0;18;Praha;2013;egg
PSW18010;NA;NA;NA;0;0;0;18;Praha;2013;egg
PSW1803003;NA;NA;NA;0;0;0;18;Praha;2013;egg
PSW1803006;NA;NA;NA;0;0;0;18;Praha;2013;egg
PSW21012;NA;NA;NA;0;0;0;21;Praha;2013;egg
PSW21019;NA;NA;NA;0;0;0;21;Praha;2013;egg
BSW21002001;NA;NA;NA;1;1;1;21;Bestvi;2013;egg
PSW2504001;105;0.020833333;1200;0;0;0;25;Praha;2013;L1
51B21;120;0.013888889;1512;0;1;0;21;Bestvi;2012;L1
52B21;120;0.013888889;1512;0;1;0;21;Bestvi;2012;L1
53B21;120;0.013888889;1512;0;1;0;21;Bestvi;2012;L1
54B21;120;0.013888889;1512;0;1;0;21;Bestvi;2012;L1
55B21;120;0.013888889;1512;0;1;0;21;Bestvi;2012;L1
56B21;120;0.013888889;1512;0;1;0;21;Bestvi;2012;L1
PSW21008;131.5;0.021505376;976.5;0;0;0;21;Praha;2013;L1
PSW21001;131.5;0.043478261;483;0;0;0;21;Praha;2013;L1
PSW21002;131.5;0.043478261;483;0;0;0;21;Praha;2013;L1
PSW21003;131.5;0.043478261;483;0;0;0;21;Praha;2013;L1
PSW21004;131.5;0.043478261;483;0;0;0;21;Praha;2013;L1
PSW21058;132.5;0.05;420;0;1;0;21;Praha;2013;L1
PSW21036;132.5;0.037037037;567;1;1;1;21;Praha;2013;L1
71B21;144;0.013888889;1512;1;1;1;21;Bestvi;2012;L1
72B21;144;0.013888889;1512;1;1;1;21;Bestvi;2012;L1
73B21;144;0.013888889;1512;0;1;1;21;Bestvi;2012;L1
74B21;144;0.013888889;1512;0;1;1;21;Bestvi;2012;L1
75B21;144;0.013888889;1512;0;1;1;21;Bestvi;2012;L1
76B21;144;0.013888889;1512;0;1;1;21;Bestvi;2012;L1
22B15;144;0.013888889;1080;0;1;1;15;Bestvi;2012;L1
23B15;144;0.013888889;1080;0;1;1;15;Bestvi;2012;L1
24B15;144;0.013888889;1080;0;1;1;15;Bestvi;2012;L1
21B15;144;0.013888889;1080;0;1;1;15;Bestvi;2012;L1
20B15;144;0.013888889;1080;1;1;1;15;Bestvi;2012;L1
25B15;144;0.013888889;1080;0;1;0;15;Bestvi;2012;L1
26B15;144;0.013888889;1080;0;1;0;15;Bestvi;2012;L1
27B15;144;0.013888889;1080;0;1;0;15;Bestvi;2012;L1
28B15;144;0.013888889;1080;0;1;0;15;Bestvi;2012;L1
29B15;144;0.013888889;1080;0;1;0;15;Bestvi;2012;L1
30B15;144;0.013888889;1080;0;1;0;15;Bestvi;2012;L1
31B15;144;0.013888889;1080;0;1;0;15;Bestvi;2012;L1
32B15;144;0.013888889;1080;0;1;0;15;Bestvi;2012;L1
33B15;144;0.013888889;1080;0;1;0;15;Bestvi;2012;L1
34B15;144;0.013888889;1080;0;1;0;15;Bestvi;2012;L1
35B15;144;0.013888889;1080;0;1;0;15;Bestvi;2012;L1
36B15;144;0.013888889;1080;0;1;0;15;Bestvi;2012;L1
37B15;144;0.013888889;1080;0;1;0;15;Bestvi;2012;L1
38B15;144;0.013888889;1080;0;1;0;15;Bestvi;2012;L1
39B15;144;0.013888889;1080;0;1;0;15;Bestvi;2012;L1
40B15;144;0.013888889;1080;0;1;0;15;Bestvi;2012;L1
77B21;144;0.013888889;1512;0;1;0;21;Bestvi;2012;L1
78B21;144;0.013888889;1512;0;1;0;21;Bestvi;2012;L1
79B21;144;0.013888889;1512;0;1;0;21;Bestvi;2012;L1
80B21;144;0.013888889;1512;0;1;0;21;Bestvi;2012;L1
81B21;144;0.013888889;1512;0;1;0;21;Bestvi;2012;L1
82B21;144;0.013888889;1512;0;1;0;21;Bestvi;2012;L1
85B21;144;0.013888889;1512;0;0;0;21;Bestvi;2012;L1
BSW21005002;154.75;0.014035088;1496.25;0;1;1;21;Bestvi;2013;L1
PSW21006;155;0.043478261;483;0;1;0;21;Praha;2013;L1
PSW21020;155;0.020833333;1008;0;1;0;21;Praha;2013;L1
PSW21030;155;0.014705882;1428;0;1;0;21;Praha;2013;L1
PSW21032;155;0.014705882;1428;0;1;0;21;Praha;2013;L1
BSW21024;156;0.020408163;1029;0;1;0;21;Bestvi;2013;L1
BSW21025;156;0.020408163;1029;0;1;0;21;Bestvi;2013;L1
BSW21027;156;0.020408163;1029;0;1;0;21;Bestvi;2013;L1
BSW21023;156;0.020408163;1029;1;1;1;21;Bestvi;2013;L1
PSW21037;156.5;0.019607843;1071;0;1;0;21;Praha;2013;L1
PSW21066;157;0.020833333;1008;0;1;0;21;Praha;2013;L1
PSW21067;157;0.020833333;1008;0;1;0;21;Praha;2013;L1
PSW21068;157;0.020833333;1008;0;0;0;21;Praha;2013;L1
PSW21069;157;0.020833333;1008;0;0;0;21;Praha;2013;L1
PSW21070;157;0.020833333;1008;0;0;0;21;Praha;2013;L1
PSW21053;157.0000007;0.022727273;924;0;1;0;21;Praha;2013;L1
PSW21055;157.0000007;0.022727273;924;0;1;0;21;Praha;2013;L1
PSW21051;157.0000007;0.022727273;924;0;1;0;21;Praha;2013;L1
PSW21040;158.5;0.020408163;1029;0;1;0;21;Praha;2013;L1
PSW21041;158.5000007;0.020408163;1029;0;1;0;21;Praha;2013;L1
PSW21042;158.5000007;0.020408163;1029;0;1;0;21;Praha;2013;L1
PSW21026;162.875;0.013071895;1606.5;0;1;0;21;Praha;2013;L1
127P21;168;0.010416667;2016;0;1;0;21;Praha;2012;L1
PSW21071;176.5;0.011049724;1900.5;0;1;0;21;Praha;2013;L1
PSW21072;176.5;0.011049724;1900.5;0;1;0;21;Praha;2013;L1
PSW21033;179.25;0.014705882;1428;0;1;0;21;Praha;2013;L1
DSW18017;179.25;0.014705882;1224;0;1;0;18;Domazlice;2013;L1
PSW21009;179.25;0.01061008;1979.25;0;0;0;21;Praha;2013;L1
PSW21005;179.5;0.021052632;997.5;0;1;0;21;Praha;2013;L1
DSW18005;179.5;0.040816327;441;0;1;0;18;Domazlice;2013;L1
DSW18006;179.5;0.040816327;441;0;1;0;18;Domazlice;2013;L1
KSW18002;179.5;0.040816327;441;0;1;0;18;Klatovy;2013;L1
BSW18001;179.5;0.021505376;837;0;1;0;18;Bestvi;2013;L1
BSW21007;179.5;0.013793103;1522.5;0;0;0;21;Bestvi;2013;L1
DSW18007;179.5;0.021505376;837;0;0;0;18;Domazlice;2013;L1
BSW21008;179.5000007;0.013793103;1522.5;0;1;0;21;Bestvi;2013;L1
BSW21021;180;0.01;2100;0;1;0;21;Bestvi;2013;L1
KSW1801006;180;0.040816327;441;0;1;0;18;Klatovy;2013;L1
BSW21011;180.5;0.010204082;2058;0;0;0;21;Bestvi;2013;L1
BSW18025;182;0.037037037;486;0;1;0;18;Bestvi;2013;L1
BSW18024;182;0.037037037;486;0;1;0;18;Bestvi;2013;L1
PSW21031;182;0.010526316;1995;0;0;0;21;Praha;2013;L1
PSW21063;182.5;0.013157895;1596;0;1;0;21;Praha;2013;L1
PSW18035;182.5;0.020833333;864;0;1;0;18;Praha;2013;L1
PSW21062;182.5;0.013157895;1596;0;0;0;21;Praha;2013;L1
DSW18028;182.5;0.020833333;864;0;0;0;18;Domazlice;2013;L1
PSW21061;182.5;0.013157895;1596;1;1;1;21;Praha;2013;L1
PSW21065;182.5;0.013157895;1596;1;1;1;21;Praha;2013;L1
DSW18015;183.75;0.039215686;459;0;1;0;18;Domazlice;2013;L1
PSW21047;184.5;0.010416667;2016;0;1;0;21;Praha;2013;L1
DSW18026;184.5;0.013888889;1296;0;1;0;18;Domazlice;2013;L1
BSW18028;184.5;0.013888889;1296;0;1;0;18;Bestvi;2013;L1
BSW18034;184.5;0.041666667;432;0;1;0;18;Bestvi;2013;L1
PSW21049;184.5;0.010416667;2016;0;1;0;21;Praha;2013;L1
PSW21048;184.5;0.010416667;2016;0;0;0;21;Praha;2013;L1
PSW21046;184.5;0.010416667;2016;1;1;1;21;Praha;2013;L1
BSW21032;184.5;0.013888889;1512;1;1;1;21;Bestvi;2013;L1
PSW21052;185.0000007;0.013888889;1512;0;1;0;21;Praha;2013;L1
PSW21054;185.0000007;0.013888889;1512;0;1;0;21;Praha;2013;L1
PSW21050;185.0000007;0.013888889;1512;1;1;1;21;Praha;2013;L1
PSW21056;185.0000007;0.013888889;1512;1;1;1;21;Praha;2013;L1
PSW1803005;203.5;0.040816327;441;0;1;0;18;Praha;2013;L1
PSW21015;205.0000007;0.010204082;2058;0;0;0;21;Praha;2013;L1
PSW21018;205.0000007;0.010204082;2058;0;0;0;21;Praha;2013;L1
PSW18014;205.25;0.013513514;1332;0;1;0;18;Praha;2013;L1
PSW18015;205.25;0.013513514;1332;0;1;0;18;Praha;2013;L1
BSW18003;205.25;0.010126582;1777.5;0;1;0;18;Bestvi;2013;L1
PSW18011;205.25;0.010126582;1777.5;0;1;0;18;Praha;2013;L1
PSW18013;205.25;0.013513514;1332;0;1;0;18;Praha;2013;L1
BSW18005;205.25;0.013513514;1332;0;1;0;18;Bestvi;2013;L1
DSW18023;205.5;0.01;1800;0;1;0;18;Domazlice;2013;L1
DSW18022;205.5;0.01;1800;0;0;0;18;Domazlice;2013;L1
DSW18019;205.7500007;0.014705882;1224;0;1;0;18;Domazlice;2013;L1
BSW18009;205.7500007;0.010869565;1656;0;1;0;18;Bestvi;2013;L1
BSW18014;205.7500007;0.014705882;1224;0;1;0;18;Bestvi;2013;L1
BSW18015;205.7500007;0.014705882;1224;0;1;0;18;Bestvi;2013;L1
BSW18017;205.7500007;0.014705882;1224;0;1;0;18;Bestvi;2013;L1
PSW18022;205.7500007;0.014705882;1224;0;1;0;18;Praha;2013;L1
PSW21034;205.7500007;0.014705882;1428;0;1;0;21;Praha;2013;L1
DSW18020;205.7500007;0.014705882;1224;0;1;0;18;Domazlice;2013;L1
BSW18019;205.7500007;0.04;450;0;1;0;18;Bestvi;2013;L1
PSW18024;205.7500007;0.04;450;0;1;0;18;Praha;2013;L1
PSW18026;205.7500007;0.04;450;0;1;0;18;Praha;2013;L1
PSW18020;205.7500007;0.014705882;1224;0;0;0;18;Praha;2013;L1
BSW18020;206.25;0.019230769;936;0;1;0;18;Bestvi;2013;L1
BSW18023;206.25;0.019230769;936;0;1;0;18;Bestvi;2013;L1
KSW18005;206.25;0.019230769;936;0;1;0;18;Klatovy;2013;L1
PSW18027;206.25;0.019230769;936;0;1;0;18;Praha;2013;L1
PSW18029;206.25;0.019230769;936;0;1;0;18;Praha;2013;L1
DSW18016;206.25;0.010526316;1710;0;1;0;18;Domazlice;2013;L1
PSW18017;206.25;0.010526316;1710;0;0;0;18;Praha;2013;L1
KSW18008;207.75;0.020408163;882;0;1;0;18;Klatovy;2013;L1
PSW21045;208.5;0.008333333;2520;0;1;0;21;Praha;2013;L1
PSW18034;208.5;0.013157895;1368;0;1;0;18;Praha;2013;L1
BSW18032;208.5;0.013157895;1368;0;1;0;18;Bestvi;2013;L1
PSW21057;208.5;0.010416667;2016;0;0;0;21;Praha;2013;L1
KSW18009;208.5;0.013157895;1368;0;0;0;18;Klatovy;2013;L1
PSW18031;209.0000007;0.010416667;1728;0;1;0;18;Praha;2013;L1
1B15;216;0.006944444;2160;1;1;1;15;Bestvi;2012;L1
2B15;216;0.006944444;2160;1;1;1;15;Bestvi;2012;L1
138P15;216;0.008333333;1800;0;0;0;15;Praha;2012;L1
139P15;216;0.008333333;1800;0;0;0;15;Praha;2012;L1
45B15;216;0.013888889;1080;0;0;0;15;Bestvi;2012;L1
46B15;216;0.013888889;1080;0;0;0;15;Bestvi;2012;L1
PSW18005;227.25;0.01061008;1696.5;0;1;0;18;Praha;2013;L1
PSW18012;229;0.013513514;1332;0;1;0;18;Praha;2013;L1
PSW21010;229.5;0.008230453;2551.5;0;0;0;21;Praha;2013;L1
PSW18028;230.25;0.013157895;1368;0;1;0;18;Praha;2013;L1
BSW18026;230.5000007;0.008264463;2178;0;1;0;18;Bestvi;2013;L1
DSW18024;230.5000007;0.008264463;2178;0;0;0;18;Domazlice;2013;L1
PSW21039;231;0.013157895;1596;0;0;0;21;Praha;2013;L1
PSW21017;232.5000007;0.007968127;2635.5;0;0;0;21;Praha;2013;L1
BSW18007;232.75;0.008403361;2142;0;1;0;18;Bestvi;2013;L1
BSW18016;232.7500007;0.010526316;1710;0;1;0;18;Bestvi;2013;L1
PSW18025;232.7500007;0.019230769;936;0;1;0;18;Praha;2013;L1
DSW18018;232.7500007;0.010526316;1710;0;1;0;18;Domazlice;2013;L1
PSW18019;232.7500007;0.010526316;1710;1;1;1;18;Praha;2013;L1
BSW18027;233.0000007;0.008333333;2160;0;0;0;18;Bestvi;2013;L1
DSW18025;233.0000007;0.008333333;2160;0;0;0;18;Domazlice;2013;L1
86P15;240;0.010416667;1440;0;1;0;15;Praha;2012;L1
87P15;240;0.010416667;1440;0;1;0;15;Praha;2012;L1
88P15;240;0.010416667;1440;0;1;0;15;Praha;2012;L1
89P15;240;0.010416667;1440;0;1;0;15;Praha;2012;L1
90P15;240;0.010416667;1440;0;1;0;15;Praha;2012;L1
91P15;240;0.010416667;1440;0;1;0;15;Praha;2012;L1
11P15;240;0.006944444;2160;0;1;0;15;Praha;2012;L1
92P15;240;0.010416667;1440;0;1;0;15;Praha;2012;L1
93P15;240;0.010416667;1440;0;1;0;15;Praha;2012;L1
94P15;240;0.010416667;1440;0;0;0;15;Praha;2012;L1
95P15;240;0.010416667;1440;0;0;0;15;Praha;2012;L1
96P15;240;0.010416667;1440;0;0;0;15;Praha;2012;L1
97P15;240;0.010416667;1440;0;0;0;15;Praha;2012;L1
KSW18011;247.5;0.008733624;2061;0;1;0;18;Klatovy;2013;L1
PSW18039;247.5;0.008733624;2061;0;1;0;18;Praha;2013;L1
KSW18013;253.5;0.010526316;1710;0;1;0;18;Klatovy;2013;L1
KSW18003;253.5000007;0.008196721;2196;0;1;0;18;Klatovy;2013;L1
PSW18023;257.8750007;0.013157895;1368;0;1;0;18;Praha;2013;L1
PSW21060;273;0.006006006;3496.5;0;1;0;21;Praha;2013;L1
PSW15001;274;0.010638298;1410;0;1;0;15;Praha;2013;L1
PSW15003;274;0.010638298;1410;0;1;0;15;Praha;2013;L1
KSW18004;279.25;0.008;2250;0;0;0;18;Klatovy;2013;L1
PSW18033;279.5;0.006802721;2646;0;1;0;18;Praha;2013;L1
4B15;288;0.00462963;3240;0;1;1;15;Bestvi;2012;L1
3B15;288;0.00462963;3240;1;1;1;15;Bestvi;2012;L1
66P15;288;0.004166667;3600;0;1;0;15;Praha;2012;L1
67P15;288;0.004166667;3600;0;1;0;15;Praha;2012;L1
5B15;288;0.005208333;2880;0;1;0;15;Bestvi;2012;L1
6B15;288;0.005208333;2880;0;1;0;15;Bestvi;2012;L1
7B15;288;0.005208333;2880;0;1;0;15;Bestvi;2012;L1
8B15;288;0.005208333;2880;0;1;0;15;Bestvi;2012;L1
9B15;288;0.005208333;2880;0;1;0;15;Bestvi;2012;L1
PSW15010;304.0000007;0.008403361;1785;0;0;0;15;Praha;2013;L1
PSW15004;306.8750007;0.008;1875;0;1;0;15;Praha;2013;L1
PSW15005;322.5;0.007092199;2115;0;0;0;15;Praha;2013;L1
BSW15006;323.5000007;0.006006006;2497.5;0;0;0;15;Bestvi;2013;L1
PSW15014;323.5000007;0.011049724;1357.5;0;0;0;15;Praha;2013;L1
PSW15008;325.5000007;0.006802721;2205;0;0;0;15;Praha;2013;L1
BSW15007;346.0000007;0.005291005;2835;0;0;0;15;Bestvi;2013;L1
PSW15016;348;0.005235602;2865;0;1;0;15;Praha;2013;L1
136P15;360;0.006944444;2160;0;1;1;15;Praha;2012;L1
137P15;360;0.006944444;2160;0;0;0;15;Praha;2012;L1
BSW15005;369.2500007;0.005242464;2861.25;0;0;0;15;Bestvi;2013;L1
PSW15009;369.2500007;0.005242464;2861.25;0;0;0;15;Praha;2013;L1
PSW15015;377.0000007;0.006944444;2160;0;1;0;15;Praha;2013;L1
PSW15006;392;0.00536193;2797.5;0;0;0;15;Praha;2013;L1
PSW15012;399.5;0.005235602;2865;0;0;0;15;Praha;2013;L1
BSW15009;517;0.002777778;5400;0;0;0;15;Bestvi;2013;L1
132P21;NA;NA;NA;0;1;1;21;Praha;2012;L1
125B25;NA;NA;NA;0;1;1;25;Bestvi;2012;L1
131P21;NA;NA;NA;0;1;1;21;Praha;2012;L1
83B21;NA;NA;NA;1;1;1;21;Bestvi;2012;L1
84B21;NA;NA;NA;1;1;1;21;Bestvi;2012;L1
DSW18001;NA;0.013513514;1332;1;1;1;18;Domazlice;2013;L1
DSW18001;NA;0.013513514;1332;1;1;1;18;Domazlice;2013;L1
12P15;NA;NA;NA;1;1;1;15;Praha;2012;L1
DSW18002;NA;0.013888889;1296;0;1;1;18;Domazlice;2013;L1
13P15;NA;NA;NA;0;1;1;15;Praha;2012;L1
99P15;NA;NA;NA;1;1;1;15;Praha;2012;L1
14P15;NA;NA;NA;0;1;1;15;Praha;2012;L1
BSW21014;NA;0.00990099;2121;0;1;0;21;Bestvi;2013;L1
PSW1803002;NA;NA;NA;0;1;0;18;Praha;2013;L1
DSW18004;NA;0.008333333;2160;0;1;0;18;Domazlice;2013;L1
PSW2504002;NA;NA;NA;0;1;0;25;Praha;2013;L1
BSW21004;NA;0.04;525;0;1;0;21;Bestvi;2013;L1
BSW21003;NA;0.020833333;1008;0;1;0;21;Bestvi;2013;L1
BSW21005;NA;0.020833333;1008;0;1;0;21;Bestvi;2013;L1
KSW1801003;NA;0.020833333;864;0;1;0;18;Klatovy;2013;L1
KSW1801002;NA;0.010309278;1746;0;1;0;18;Klatovy;2013;L1
PSW18002;NA;0.013888889;1296;0;1;0;18;Praha;2013;L1
BSW21006;NA;NA;NA;0;1;0;21;Bestvi;2013;L1
PSW21007;NA;0.043478261;483;0;1;0;21;Praha;2013;L1
57B21;NA;NA;NA;0;1;0;21;Bestvi;2012;L1
KSW1801004;NA;0.014084507;1278;0;1;0;18;Klatovy;2013;L1
PSW18007;NA;0.013793103;1305;0;1;0;18;Praha;2013;L1
BSW18004;NA;0.010126582;1777.5;0;1;0;18;Bestvi;2013;L1
PSW1803004;NA;NA;NA;0;1;0;18;Praha;2013;L1
KSW18001;NA;0.021052632;855;0;1;0;18;Klatovy;2013;L1
115B25;NA;NA;NA;0;1;0;25;Bestvi;2012;L1
116B25;NA;NA;NA;0;1;0;25;Bestvi;2012;L1
117B25;NA;NA;NA;0;1;0;25;Bestvi;2012;L1
118B25;NA;NA;NA;0;1;0;25;Bestvi;2012;L1
119B25;NA;NA;NA;0;1;0;25;Bestvi;2012;L1
120B25;NA;NA;NA;0;1;0;25;Bestvi;2012;L1
121B25;NA;NA;NA;0;1;0;25;Bestvi;2012;L1
122B25;NA;NA;NA;0;1;0;25;Bestvi;2012;L1
123B25;NA;NA;NA;0;1;0;25;Bestvi;2012;L1
124B25;NA;NA;NA;0;1;0;25;Bestvi;2012;L1
98P15;NA;NA;NA;0;1;0;15;Praha;2012;L1
BSW18002;NA;0.021505376;837;0;1;0;18;Bestvi;2013;L1
DSW18011;NA;0.020942408;859.5;0;1;0;18;Domazlice;2013;L1
PSW18001;NA;0.02173913;828;0;1;0;18;Praha;2013;L1
15P15;NA;NA;NA;0;1;0;15;Praha;2012;L1
41B15;NA;NA;NA;0;1;0;15;Bestvi;2012;L1
42B15;NA;NA;NA;0;1;0;15;Bestvi;2012;L1
16P15;NA;NA;NA;0;1;0;15;Praha;2012;L1
43B15;NA;NA;NA;0;1;0;15;Bestvi;2012;L1
128P21;NA;NA;NA;0;0;0;21;Praha;2012;L1
129P21;NA;NA;NA;0;0;0;21;Praha;2012;L1
102B25;NA;NA;NA;0;0;0;25;Bestvi;2012;L1
103B25;NA;NA;NA;0;0;0;25;Bestvi;2012;L1
104B25;NA;NA;NA;0;0;0;25;Bestvi;2012;L1
105B25;NA;NA;NA;0;0;0;25;Bestvi;2012;L1
106B25;NA;NA;NA;0;0;0;25;Bestvi;2012;L1
107B25;NA;NA;NA;0;0;0;25;Bestvi;2012;L1
108B25;NA;NA;NA;0;0;0;25;Bestvi;2012;L1
109B25;NA;NA;NA;0;0;0;25;Bestvi;2012;L1
110B25;NA;NA;NA;0;0;0;25;Bestvi;2012;L1
111B25;NA;NA;NA;0;0;0;25;Bestvi;2012;L1
112B25;NA;NA;NA;0;0;0;25;Bestvi;2012;L1
113B25;NA;NA;NA;0;0;0;25;Bestvi;2012;L1
114B25;NA;NA;NA;0;0;0;25;Bestvi;2012;L1
130P21;NA;NA;NA;0;0;0;21;Praha;2012;L1
BSW21019;NA;NA;NA;0;0;0;21;Bestvi;2013;L1
BSW21020;NA;NA;NA;0;0;0;21;Bestvi;2013;L1
BSW21009;NA;NA;NA;0;0;0;21;Bestvi;2013;L1
BSW21010;NA;NA;NA;0;0;0;21;Bestvi;2013;L1
BSW21013;NA;NA;NA;0;0;0;21;Bestvi;2013;L1
BSW21015;NA;NA;NA;0;0;0;21;Bestvi;2013;L1
PSW21023;NA;NA;NA;0;0;0;21;Praha;2013;L1
BSW21022;NA;NA;NA;0;0;0;21;Bestvi;2013;L1
PSW21044;NA;NA;NA;0;0;0;21;Praha;2013;L1
BSW21030;NA;NA;NA;0;0;0;21;Bestvi;2013;L1
BSW21031;NA;NA;NA;0;0;0;21;Bestvi;2013;L1
133B15;NA;NA;NA;0;0;0;15;Bestvi;2012;L1
134B15;NA;NA;NA;0;0;0;15;Bestvi;2012;L1
135R15;NA;NA;NA;0;0;0;15;Praha;2012;L1
KSW18007;NA;NA;NA;0;0;0;18;Klatovy;2013;L1
PSW21038;NA;NA;NA;0;0;0;21;Praha;2013;L1
DSW18003;NA;NA;NA;0;0;0;18;Domazlice;2013;L1
BSW21018;NA;NA;NA;0;0;0;21;Bestvi;2013;L1
PSW21024;NA;NA;NA;0;0;0;21;Praha;2013;L1
PSW21059;NA;NA;NA;0;0;0;21;Praha;2013;L1
PSW21064;NA;NA;NA;0;0;0;21;Praha;2013;L1
BSW21012;NA;NA;NA;0;0;0;21;Bestvi;2013;L1
BSW21026;NA;NA;NA;0;0;0;21;Bestvi;2013;L1
BSW21028;NA;NA;NA;0;0;0;21;Bestvi;2013;L1
PSW21022;NA;NA;NA;0;0;0;21;Praha;2013;L1
PSW21016;NA;NA;NA;0;0;0;21;Praha;2013;L1
PSW21011;NA;NA;NA;0;0;0;21;Praha;2013;L1
BSW18035;NA;NA;NA;0;0;0;18;Bestvi;2013;L1
DSW18027;NA;NA;NA;0;0;0;18;Domazlice;2013;L1
BSW2100?;NA;NA;NA;0;0;0;21;Bestvi;2013;L1
PSW21043;NA;NA;NA;0;0;0;21;Praha;2013;L1
PSW18018;NA;NA;NA;0;0;0;18;Praha;2013;L1
PSW21027;NA;NA;NA;0;0;0;21;Praha;2013;L1
PSW21028;NA;NA;NA;0;0;0;21;Praha;2013;L1
BSW18029;NA;NA;NA;0;0;0;18;Bestvi;2013;L1
BSW21029;NA;NA;NA;0;0;0;21;Bestvi;2013;L1
PSW21029;NA;NA;NA;0;0;0;21;Praha;2013;L1
DSW18012;NA;NA;NA;0;0;0;18;Domazlice;2013;L1
PSW18006;NA;NA;NA;0;0;0;18;Praha;2013;L1
PSW18008;NA;NA;NA;0;0;0;18;Praha;2013;L1
PSW21014;NA;NA;NA;0;0;0;21;Praha;2013;L1
PSW18030;NA;NA;NA;0;0;0;18;Praha;2013;L1
BSW21004002;NA;NA;NA;0;0;0;21;Bestvi;2013;L1
BSW21004003;NA;NA;NA;0;0;0;21;Bestvi;2013;L1
BSW21004004;NA;NA;NA;0;0;0;21;Bestvi;2013;L1
BSW21004005;NA;NA;NA;0;0;0;21;Bestvi;2013;L1
PSW18032;NA;NA;NA;0;0;0;18;Praha;2013;L1
BSW18038;NA;NA;NA;0;0;0;18;Bestvi;2013;L1
PSW18003;NA;NA;NA;0;0;0;18;Praha;2013;L1
BSW18036;NA;NA;NA;0;0;0;18;Bestvi;2013;L1
BSW18037;NA;NA;NA;0;0;0;18;Bestvi;2013;L1
KSW18010;NA;NA;NA;0;0;0;18;Klatovy;2013;L1
PSW18036;NA;NA;NA;0;0;0;18;Praha;2013;L1
PSW18037;NA;NA;NA;0;0;0;18;Praha;2013;L1
PSW18038;NA;NA;NA;0;0;0;18;Praha;2013;L1
BSW18006;NA;NA;NA;0;0;0;18;Bestvi;2013;L1
BSW18030;NA;NA;NA;0;0;0;18;Bestvi;2013;L1
BSW18031;NA;NA;NA;0;0;0;18;Bestvi;2013;L1
PSW18021;NA;NA;NA;0;0;0;18;Praha;2013;L1
BSW18021;NA;NA;NA;0;0;0;18;Bestvi;2013;L1
BSW18022;NA;NA;NA;0;0;0;18;Bestvi;2013;L1
KSW18006;NA;NA;NA;0;0;0;18;Klatovy;2013;L1
PSW21013;NA;NA;NA;0;0;0;21;Praha;2013;L1
PSW21025;NA;NA;NA;0;0;0;21;Praha;2013;L1
BSW15008;NA;NA;NA;0;0;0;15;Bestvi;2013;L1
BSW15010;NA;NA;NA;0;0;0;15;Bestvi;2013;L1
PSW18016;NA;NA;NA;0;0;0;18;Praha;2013;L1
KSW18012;NA;NA;NA;0;0;0;18;Klatovy;2013;L1
BSW18033;NA;NA;NA;0;0;0;18;Bestvi;2013;L1
BSW18010;NA;NA;NA;0;0;0;18;Bestvi;2013;L1
BSW15001;NA;NA;NA;0;0;0;15;Bestvi;2013;L1
BSW15004;NA;NA;NA;0;0;0;15;Bestvi;2013;L1
PSW15002;NA;NA;NA;0;0;0;15;Praha;2013;L1
BSW15002;NA;NA;NA;0;0;0;15;Bestvi;2013;L1
BSW18018;NA;NA;NA;0;0;0;18;Bestvi;2013;L1
BSW18018;NA;NA;NA;0;0;0;18;Bestvi;2013;L1
68P15;NA;NA;NA;0;0;0;15;Praha;2012;L1
69P15;NA;NA;NA;0;0;0;15;Praha;2012;L1
BSW15003;NA;NA;NA;0;0;0;15;Bestvi;2013;L1
PSW15007;NA;NA;NA;0;0;0;15;Praha;2013;L1
PSW15011;NA;NA;NA;0;0;0;15;Praha;2013;L1
PSW15013;NA;NA;NA;0;0;0;15;Praha;2013;L1
100P15;NA;NA;NA;0;0;0;15;Praha;2012;L1
10B15;NA;NA;NA;0;0;0;15;Bestvi;2012;L1
