;egg;L1;L2;L3;pupae;total;temp;loc;year;DT_egg;DT_L1;DT_L2;DT_L3;DT_pupae;DT_total
BSW18022;6.427083333;#HODNOTA!;#HODNOTA!;#HODNOTA!;#HODNOTA!;#HODNOTA!;18;Bestvi;2013;115.6875;#HODNOTA!;#HODNOTA!;#HODNOTA!;#HODNOTA!;#HODNOTA!
KSW18006;6.458333333;#HODNOTA!;#HODNOTA!;#HODNOTA!;#HODNOTA!;#HODNOTA!;18;Klatovy;2013;116.25;#HODNOTA!;#HODNOTA!;#HODNOTA!;#HODNOTA!;#HODNOTA!
PSW21013;6.479166667;#HODNOTA!;#HODNOTA!;#HODNOTA!;#HODNOTA!;#HODNOTA!;21;Praha;2013;136.0625;#HODNOTA!;#HODNOTA!;#HODNOTA!;#HODNOTA!;#HODNOTA!
PSW21025;6.53125;#HODNOTA!;#HODNOTA!;#HODNOTA!;#HODNOTA!;#HODNOTA!;21;Praha;2013;137.15625;#HODNOTA!;#HODNOTA!;#HODNOTA!;#HODNOTA!;#HODNOTA!
BSW15008;6.541666667;#HODNOTA!;#HODNOTA!;#HODNOTA!;#HODNOTA!;#HODNOTA!;15;Bestvi;2013;98.125;#HODNOTA!;#HODNOTA!;#HODNOTA!;#HODNOTA!;#HODNOTA!
BSW15010;6.541666667;#HODNOTA!;#HODNOTA!;#HODNOTA!;#HODNOTA!;#HODNOTA!;15;Bestvi;2013;98.125;#HODNOTA!;#HODNOTA!;#HODNOTA!;#HODNOTA!;#HODNOTA!
PSW18016;6.59375;#HODNOTA!;#HODNOTA!;#HODNOTA!;#HODNOTA!;#HODNOTA!;18;Praha;2013;118.6875;#HODNOTA!;#HODNOTA!;#HODNOTA!;#HODNOTA!;#HODNOTA!
KSW18012;6.604166667;#HODNOTA!;#HODNOTA!;#HODNOTA!;#HODNOTA!;#HODNOTA!;18;Klatovy;2013;118.875;#HODNOTA!;#HODNOTA!;#HODNOTA!;#HODNOTA!;#HODNOTA!
BSW18033;6.6875;#HODNOTA!;#HODNOTA!;#HODNOTA!;#HODNOTA!;#HODNOTA!;18;Bestvi;2013;120.375;#HODNOTA!;#HODNOTA!;#HODNOTA!;#HODNOTA!;#HODNOTA!
BSW18010;6.786458333;#HODNOTA!;#HODNOTA!;#HODNOTA!;#HODNOTA!;#HODNOTA!;18;Bestvi;2013;122.15625;#HODNOTA!;#HODNOTA!;#HODNOTA!;#HODNOTA!;#HODNOTA!
BSW15001;6.786458363;#HODNOTA!;#HODNOTA!;#HODNOTA!;#HODNOTA!;#HODNOTA!;15;Bestvi;2013;101.7968754;#HODNOTA!;#HODNOTA!;#HODNOTA!;#HODNOTA!;#HODNOTA!
BSW15004;7.437500029;#HODNOTA!;#HODNOTA!;#HODNOTA!;#HODNOTA!;#HODNOTA!;15;Bestvi;2013;111.5625004;#HODNOTA!;#HODNOTA!;#HODNOTA!;#HODNOTA!;#HODNOTA!
PSW15002;7.5;#HODNOTA!;#HODNOTA!;#HODNOTA!;#HODNOTA!;#HODNOTA!;15;Praha;2013;112.5;#HODNOTA!;#HODNOTA!;#HODNOTA!;#HODNOTA!;#HODNOTA!
BSW15002;7.578125029;#HODNOTA!;#HODNOTA!;#HODNOTA!;#HODNOTA!;#HODNOTA!;15;Bestvi;2013;113.6718754;#HODNOTA!;#HODNOTA!;#HODNOTA!;#HODNOTA!;#HODNOTA!
BSW18018;7.578125029;#HODNOTA!;#HODNOTA!;#HODNOTA!;#HODNOTA!;#HODNOTA!;18;Bestvi;2013;136.4062505;#HODNOTA!;#HODNOTA!;#HODNOTA!;#HODNOTA!;#HODNOTA!
BSW18018;7.578125029;#HODNOTA!;#HODNOTA!;#HODNOTA!;#HODNOTA!;#HODNOTA!;18;Bestvi;2013;136.4062505;#HODNOTA!;#HODNOTA!;#HODNOTA!;#HODNOTA!;#HODNOTA!
68P15;8;#HODNOTA!;#HODNOTA!;#HODNOTA!;#HODNOTA!;#HODNOTA!;15;Praha;2012;120;#HODNOTA!;#HODNOTA!;#HODNOTA!;#HODNOTA!;#HODNOTA!
69P15;8;#HODNOTA!;#HODNOTA!;#HODNOTA!;#HODNOTA!;#HODNOTA!;15;Praha;2012;120;#HODNOTA!;#HODNOTA!;#HODNOTA!;#HODNOTA!;#HODNOTA!
BSW15003;8.5625;#HODNOTA!;#HODNOTA!;#HODNOTA!;#HODNOTA!;#HODNOTA!;15;Bestvi;2013;128.4375;#HODNOTA!;#HODNOTA!;#HODNOTA!;#HODNOTA!;#HODNOTA!
PSW15007;8.5625;#HODNOTA!;#HODNOTA!;#HODNOTA!;#HODNOTA!;#HODNOTA!;15;Praha;2013;128.4375;#HODNOTA!;#HODNOTA!;#HODNOTA!;#HODNOTA!;#HODNOTA!
PSW15011;9.604166696;#HODNOTA!;#HODNOTA!;#HODNOTA!;#HODNOTA!;#HODNOTA!;15;Praha;2013;144.0625004;#HODNOTA!;#HODNOTA!;#HODNOTA!;#HODNOTA!;#HODNOTA!
PSW15013;9.708333363;#HODNOTA!;#HODNOTA!;#HODNOTA!;#HODNOTA!;#HODNOTA!;15;Praha;2013;145.6250004;#HODNOTA!;#HODNOTA!;#HODNOTA!;#HODNOTA!;#HODNOTA!
100P15;10;#HODNOTA!;#HODNOTA!;#HODNOTA!;#HODNOTA!;#HODNOTA!;15;Praha;2012;150;#HODNOTA!;#HODNOTA!;#HODNOTA!;#HODNOTA!;#HODNOTA!
10B15;12;#HODNOTA!;#HODNOTA!;#HODNOTA!;#HODNOTA!;#HODNOTA!;15;Bestvi;2012;180;#HODNOTA!;#HODNOTA!;#HODNOTA!;#HODNOTA!;#HODNOTA!
126B25;#HODNOTA!;#HODNOTA!;#HODNOTA!;#HODNOTA!;#HODNOTA!;#HODNOTA!;25;Bestvi;2012;#HODNOTA!;#HODNOTA!;#HODNOTA!;#HODNOTA!;#HODNOTA!;#HODNOTA!
17P15;#HODNOTA!;#HODNOTA!;#HODNOTA!;#HODNOTA!;#HODNOTA!;#HODNOTA!;15;Praha;2012;#HODNOTA!;#HODNOTA!;#HODNOTA!;#HODNOTA!;#HODNOTA!;#HODNOTA!
18P15;#HODNOTA!;#HODNOTA!;#HODNOTA!;#HODNOTA!;#HODNOTA!;#HODNOTA!;15;Praha;2012;#HODNOTA!;#HODNOTA!;#HODNOTA!;#HODNOTA!;#HODNOTA!;#HODNOTA!
19P15;#HODNOTA!;#HODNOTA!;#HODNOTA!;#HODNOTA!;#HODNOTA!;#HODNOTA!;15;Praha;2012;#HODNOTA!;#HODNOTA!;#HODNOTA!;#HODNOTA!;#HODNOTA!;#HODNOTA!
44B15;#HODNOTA!;#HODNOTA!;#HODNOTA!;#HODNOTA!;#HODNOTA!;#HODNOTA!;15;Bestvi;2012;#HODNOTA!;#HODNOTA!;#HODNOTA!;#HODNOTA!;#HODNOTA!;#HODNOTA!
58B21;#HODNOTA!;#HODNOTA!;#HODNOTA!;#HODNOTA!;#HODNOTA!;#HODNOTA!;21;Bestvi;2012;#HODNOTA!;#HODNOTA!;#HODNOTA!;#HODNOTA!;#HODNOTA!;#HODNOTA!
BSW18008;#HODNOTA!;#HODNOTA!;#HODNOTA!;#HODNOTA!;#HODNOTA!;#HODNOTA!;18;Bestvi;2013;#HODNOTA!;#HODNOTA!;#HODNOTA!;#HODNOTA!;#HODNOTA!;#HODNOTA!
BSW18011;#HODNOTA!;#HODNOTA!;#HODNOTA!;#HODNOTA!;#HODNOTA!;#HODNOTA!;18;Bestvi;2013;#HODNOTA!;#HODNOTA!;#HODNOTA!;#HODNOTA!;#HODNOTA!;#HODNOTA!
BSW21003001;#HODNOTA!;#HODNOTA!;#HODNOTA!;#HODNOTA!;#HODNOTA!;#HODNOTA!;21;Bestvi;2013;#HODNOTA!;#HODNOTA!;#HODNOTA!;#HODNOTA!;#HODNOTA!;#HODNOTA!
BSW21005001;#HODNOTA!;#HODNOTA!;#HODNOTA!;#HODNOTA!;#HODNOTA!;#HODNOTA!;21;Bestvi;2013;#HODNOTA!;#HODNOTA!;#HODNOTA!;#HODNOTA!;#HODNOTA!;#HODNOTA!
BSW21016;#HODNOTA!;#HODNOTA!;#HODNOTA!;#HODNOTA!;#HODNOTA!;#HODNOTA!;21;Bestvi;2013;#HODNOTA!;#HODNOTA!;#HODNOTA!;#HODNOTA!;#HODNOTA!;#HODNOTA!
BSW21017;#HODNOTA!;#HODNOTA!;#HODNOTA!;#HODNOTA!;#HODNOTA!;#HODNOTA!;21;Bestvi;2013;#HODNOTA!;#HODNOTA!;#HODNOTA!;#HODNOTA!;#HODNOTA!;#HODNOTA!
DSW18009;#HODNOTA!;#HODNOTA!;#HODNOTA!;#HODNOTA!;#HODNOTA!;#HODNOTA!;18;Domazlice;2013;#HODNOTA!;#HODNOTA!;#HODNOTA!;#HODNOTA!;#HODNOTA!;#HODNOTA!
DSW18010;#HODNOTA!;#HODNOTA!;#HODNOTA!;#HODNOTA!;#HODNOTA!;#HODNOTA!;18;Domazlice;2013;#HODNOTA!;#HODNOTA!;#HODNOTA!;#HODNOTA!;#HODNOTA!;#HODNOTA!
DSW18021;#HODNOTA!;#HODNOTA!;#HODNOTA!;#HODNOTA!;#HODNOTA!;#HODNOTA!;18;Domazlice;2013;#HODNOTA!;#HODNOTA!;#HODNOTA!;#HODNOTA!;#HODNOTA!;#HODNOTA!
KSW1801001;#HODNOTA!;#HODNOTA!;#HODNOTA!;#HODNOTA!;#HODNOTA!;#HODNOTA!;18;Klatovy;2013;#HODNOTA!;#HODNOTA!;#HODNOTA!;#HODNOTA!;#HODNOTA!;#HODNOTA!
PSW18004;#HODNOTA!;#HODNOTA!;#HODNOTA!;#HODNOTA!;#HODNOTA!;#HODNOTA!;18;Praha;2013;#HODNOTA!;#HODNOTA!;#HODNOTA!;#HODNOTA!;#HODNOTA!;#HODNOTA!
PSW18009;#HODNOTA!;#HODNOTA!;#HODNOTA!;#HODNOTA!;#HODNOTA!;#HODNOTA!;18;Praha;2013;#HODNOTA!;#HODNOTA!;#HODNOTA!;#HODNOTA!;#HODNOTA!;#HODNOTA!
PSW18010;#HODNOTA!;#HODNOTA!;#HODNOTA!;#HODNOTA!;#HODNOTA!;#HODNOTA!;18;Praha;2013;#HODNOTA!;#HODNOTA!;#HODNOTA!;#HODNOTA!;#HODNOTA!;#HODNOTA!
PSW1803003;#HODNOTA!;#HODNOTA!;#HODNOTA!;#HODNOTA!;#HODNOTA!;#HODNOTA!;18;Praha;2013;#HODNOTA!;#HODNOTA!;#HODNOTA!;#HODNOTA!;#HODNOTA!;#HODNOTA!
PSW1803006;#HODNOTA!;#HODNOTA!;#HODNOTA!;#HODNOTA!;#HODNOTA!;#HODNOTA!;18;Praha;2013;#HODNOTA!;#HODNOTA!;#HODNOTA!;#HODNOTA!;#HODNOTA!;#HODNOTA!
PSW21012;#HODNOTA!;#HODNOTA!;#HODNOTA!;#HODNOTA!;#HODNOTA!;#HODNOTA!;21;Praha;2013;#HODNOTA!;#HODNOTA!;#HODNOTA!;#HODNOTA!;#HODNOTA!;#HODNOTA!
PSW21019;#HODNOTA!;#HODNOTA!;#HODNOTA!;#HODNOTA!;#HODNOTA!;#HODNOTA!;21;Praha;2013;#HODNOTA!;#HODNOTA!;#HODNOTA!;#HODNOTA!;#HODNOTA!;#HODNOTA!
BSW21001001;5.541666667;#HODNOTA!;#HODNOTA!;#HODNOTA!;#HODNOTA!;21;21;Bestvi;2013;116.375;#HODNOTA!;#HODNOTA!;#HODNOTA!;#HODNOTA!;441
BSW21002001;#HODNOTA!;#HODNOTA!;#HODNOTA!;#HODNOTA!;#HODNOTA!;21;21;Bestvi;2013;#HODNOTA!;#HODNOTA!;#HODNOTA!;#HODNOTA!;#HODNOTA!;441
