kod;delka;datum;cas;teplota;oblast;jedinec;instar;poznamka;fotka
1095;0.425;10.7.2014 12:00;69:00:00;18;Bestvina;BSW18034;l2;;4
1096;0.424;12.7.2014 14:00;119:00:00;18;Bestvina;BSW18034;l2;;5
1250;0.446;14.6.2014 8:00;48:00:00;21;Bestvina;BSW21001;l2;;3
1251;0.458;15.6.2014 10:00;74:00:00;21;Bestvina;BSW21001;l2;;4
1303;0.422;15.6.2014 10:00;74:00:00;21;Bestvina;BSW21002;l2;;4
1304;0.436;16.6.2014 9:00;97:00:00;21;Bestvina;BSW21002;l2;;5
1354;0.43;14.6.2014 8:00;48:00:00;21;Bestvina;BSW21003;l2;;3
1355;0.433;15.6.2014 10:00;74:00:00;21;Bestvina;BSW21003;l2;;4
1405;0.419;13.6.2014 9:00;25:00:00;21;Bestvina;BSW21004;l2;;2
1406;0.419;14.6.2014 8:00;48:00:00;21;Bestvina;BSW21004;l2;;3
1431;0.422;19.6.2014 8:00;23:30:00;21;Bestvina;BSW21004001;l2;;2
1432;0.434;20.6.2014 8:30;48:00:00;21;Bestvina;BSW21004001;l2;;3
1433;0.435;21.6.2014 7:45;71:15:00;21;Bestvina;BSW21004001;l2;;4
1434;0.414;22.6.2014 8:30;96:00:00;21;Bestvina;BSW21004001;l2;;5
1562;0.46;14.6.2014 8:00;48:00:00;21;Bestvina;BSW21005;l2;;3
1614;0.392;21.6.2014 7:45;71:15:00;21;Bestvina;BSW21005002;l2;;3
1615;0.393;22.6.2014 8:30;96:00:00;21;Bestvina;BSW21005002;l2;;4
1668;0.434;23.6.2014 10:00;98:00:00;21;Bestvina;BSW21007;l2;;5
1669;0.435;24.6.2014 13:30;125:30:00;21;Bestvina;BSW21007;l2;;6
1693;0.46;22.6.2014 8:30;72:30:00;21;Bestvina;BSW21008;l2;;4
1694;0.425;23.6.2014 10:00;98:00:00;21;Bestvina;BSW21008;l2;;5
1850;0.446;24.6.2014 13:30;101:00:00;21;Bestvina;BSW21014;l2;;5
2032;0.425;5.7.2014 15:00;100:00:00;21;Bestvina;BSW21021;l2;;5
2033;0.433;6.7.2014 11:00;120:00:00;21;Bestvina;BSW21021;l2;;6
2034;0.43;7.7.2014 15:00;148:00:00;21;Bestvina;BSW21021;l2;;7
2082;0.38;4.7.2014 15:00;49:00:00;21;Bestvina;BSW21023;l2;;3
2083;0.403;5.7.2014 15:00;73:00:00;21;Bestvina;BSW21023;l2;;4
2084;0.406;6.7.2014 11:00;93:00:00;21;Bestvina;BSW21023;l2;;5
2108;0.412;4.7.2014 15:00;49:00:00;21;Bestvina;BSW21024;l2;;3
2109;0.404;5.7.2014 15:00;73:00:00;21;Bestvina;BSW21024;l2;;4
2134;0.41;4.7.2014 15:00;49:00:00;21;Bestvina;BSW21025;l2;;3
2135;0.404;5.7.2014 15:00;73:00:00;21;Bestvina;BSW21025;l2;;4
2136;0.401;6.7.2014 11:00;93:00:00;21;Bestvina;BSW21025;l2;;5
2187;0.396;5.7.2014 15:00;73:00:00;21;Bestvina;BSW21027;l2;;4
2188;0.384;6.7.2014 11:00;93:00:00;21;Bestvina;BSW21027;l2;;5
2317;0.419;8.7.2014 15:00;72:00:00;21;Bestvina;BSW21032;l2;;4
2318;0.423;9.7.2014 15:00;96:00:00;21;Bestvina;BSW21032;l2;;5
2319;0.431;10.7.2014 12:00;117:00:00;21;Bestvina;BSW21032;l2;;6
2322;0.444;14.7.2014 9:45;210:45:00;21;Bestvina;BSW21032;l2;;9
2343;0.466;15.6.2014 10:00;74:00:00;18;Domazlice;DSW18001;l2;;4
2344;0.446;16.6.2014 9:00;97:00:00;18;Domazlice;DSW18001;l2;;5
2394;0.434;16.6.2014 9:00;72:00:00;18;Domazlice;DSW18002;l2;;3
2395;0.444;17.6.2014 9:30;96:30:00;18;Domazlice;DSW18002;l2;;4
2449;0.427;19.6.2014 8:00;120:00:00;18;Domazlice;DSW18004;l2;;6
2472;0.422;18.6.2014 8:30;47:30:00;18;Domazlice;DSW18005;l2;;3
2473;0.409;19.6.2014 8:00;71:00:00;18;Domazlice;DSW18005;l2;;4
2497;0.414;17.6.2014 9:30;24:30:00;18;Domazlice;DSW18006;l2;;2
2498;0.401;18.6.2014 8:30;47:30:00;18;Domazlice;DSW18006;l2;;3
2499;0.429;19.6.2014 8:00;71:00:00;18;Domazlice;DSW18006;l2;;4
2500;0.419;20.6.2014 8:30;95:30:00;18;Domazlice;DSW18006;l2;;5
2524;0.443;19.6.2014 8:00;46:30:00;18;Domazlice;DSW18007;l2;;3
2525;0.436;20.6.2014 8:30;71:00:00;18;Domazlice;DSW18007;l2;;4
2550;0.426;19.6.2014 8:00;46:30:00;18;Domazlice;DSW18008;l2;;3
2551;0.462;20.6.2014 8:30;71:00:00;18;Domazlice;DSW18008;l2;;4
2552;0.44;21.6.2014 7:45;94:15:00;18;Domazlice;DSW18008;l2;;5
2628;0.424;21.6.2014 7:45;47:45:00;18;Domazlice;DSW18011;l2;;3
2629;0.444;22.6.2014 8:30;72:30:00;18;Domazlice;DSW18011;l2;;4
2630;0.429;23.6.2014 10:00;98:00:00;18;Domazlice;DSW18011;l2;;5
2682;0.439;27.6.2014 15:00;126:30:00;18;Domazlice;DSW18013;l2;;5
2683;0.454;28.6.2014 15:00;150:30:00;18;Domazlice;DSW18013;l2;;6
2705;0.429;26.6.2014 12:00;25:30:00;18;Domazlice;DSW18015;l2;;2
2706;0.414;27.6.2014 15:00;52:30:00;18;Domazlice;DSW18015;l2;;3
2707;0.411;28.6.2014 15:00;76:30:00;18;Domazlice;DSW18015;l2;;4
2708;0.41;29.6.2014 10:00;95:30:00;18;Domazlice;DSW18015;l2;;5
2709;0.385;30.6.2014 10:00;119:30:00;18;Domazlice;DSW18015;l2;;6
2734;0.412;2.7.2014 14:00;95:00:00;18;Domazlice;DSW18016;l2;;5
2735;0.387;3.7.2014 14:00;119:00:00;18;Domazlice;DSW18016;l2;;6
2736;0.426;4.7.2014 15:00;144:00:00;18;Domazlice;DSW18016;l2;;7
2737;0.414;5.7.2014 15:00;168:00:00;18;Domazlice;DSW18016;l2;;8
2738;0.412;6.7.2014 11:00;188:00:00;18;Domazlice;DSW18016;l2;;9
2759;0.468;1.7.2014 11:00;68:00:00;18;Domazlice;DSW18017;l2;;4
2760;0.466;2.7.2014 14:00;95:00:00;18;Domazlice;DSW18017;l2;;5
2761;0.443;3.7.2014 14:00;119:00:00;18;Domazlice;DSW18017;l2;;6
2762;0.46;4.7.2014 15:00;144:00:00;18;Domazlice;DSW18017;l2;;7
2763;0.432;5.7.2014 15:00;168:00:00;18;Domazlice;DSW18017;l2;;8
2764;0.433;6.7.2014 11:00;188:00:00;18;Domazlice;DSW18017;l2;;9
2786;0.442;2.7.2014 14:00;95:00:00;18;Domazlice;DSW18018;l2;;5
2787;0.452;3.7.2014 14:00;119:00:00;18;Domazlice;DSW18018;l2;;6
2788;0.427;4.7.2014 15:00;144:00:00;18;Domazlice;DSW18018;l2;;7
2789;0.449;5.7.2014 15:00;168:00:00;18;Domazlice;DSW18018;l2;;8
2790;0.439;6.7.2014 11:00;188:00:00;18;Domazlice;DSW18018;l2;;9
2811;0.454;1.7.2014 11:00;68:00:00;18;Domazlice;DSW18019;l2;;4
2812;0.445;2.7.2014 14:00;95:00:00;18;Domazlice;DSW18019;l2;;5
2837;0.439;1.7.2014 11:00;68:00:00;18;Domazlice;DSW18020;l2;;4
2838;0.448;2.7.2014 14:00;95:00:00;18;Domazlice;DSW18020;l2;;5
2839;0.438;3.7.2014 14:00;119:00:00;18;Domazlice;DSW18020;l2;;6
2840;0.443;4.7.2014 15:00;144:00:00;18;Domazlice;DSW18020;l2;;7
2890;0.397;5.7.2014 15:00;100:00:00;18;Domazlice;DSW18022;l2;;5
2916;0.437;5.7.2014 15:00;100:00:00;18;Domazlice;DSW18023;l2;;5
2917;0.421;6.7.2014 11:00;120:00:00;18;Domazlice;DSW18023;l2;;6
2918;0.443;7.7.2014 15:00;148:00:00;18;Domazlice;DSW18023;l2;;7
2919;0.43;8.7.2014 15:00;172:00:00;18;Domazlice;DSW18023;l2;;8
2920;0.44;9.7.2014 15:00;196:00:00;18;Domazlice;DSW18023;l2;;9
2943;0.423;8.7.2014 15:00;121:00:00;18;Domazlice;DSW18024;l2;;6
2944;0.424;9.7.2014 15:00;145:00:00;18;Domazlice;DSW18024;l2;;7
2945;0.445;10.7.2014 12:00;166:00:00;18;Domazlice;DSW18024;l2;;8
2946;0.463;12.7.2014 14:00;216:00:00;18;Domazlice;DSW18024;l2;;9
2947;0.454;13.7.2014 9:30;235:30:00;18;Domazlice;DSW18024;l2;;10
2969;0.393;9.7.2014 15:00;120:00:00;18;Domazlice;DSW18025;l2;;6
2970;0.418;10.7.2014 12:00;141:00:00;18;Domazlice;DSW18025;l2;;7
2971;0.419;12.7.2014 14:00;191:00:00;18;Domazlice;DSW18025;l2;;8
2972;0.427;13.7.2014 9:30;210:30:00;18;Domazlice;DSW18025;l2;;9
2973;0.415;14.7.2014 9:45;234:45:00;18;Domazlice;DSW18025;l2;;10
2993;0.434;8.7.2014 15:00;72:00:00;18;Domazlice;DSW18026;l2;;4
2994;0.423;9.7.2014 15:00;96:00:00;18;Domazlice;DSW18026;l2;;5
2995;0.44;10.7.2014 12:00;117:00:00;18;Domazlice;DSW18026;l2;;6
3045;0.443;10.7.2014 12:00;69:00:00;18;Domazlice;DSW18028;l2;;4
3046;0.431;13.7.2014 9:30;138:30:00;18;Domazlice;DSW18028;l2;;5
3070;0.465;18.6.2014 8:30;47:30:00;18;Klatovy;KSW18001;l2;;3
3071;0.441;19.6.2014 8:00;71:00:00;18;Klatovy;KSW18001;l2;;4
3072;0.436;20.6.2014 8:30;95:30:00;18;Klatovy;KSW18001;l2;;5
3073;0.451;21.6.2014 7:45;118:45:00;18;Klatovy;KSW18001;l2;;6
3095;0.417;17.6.2014 9:30;24:30:00;18;Klatovy;KSW18002;l2;;2
3096;0.427;18.6.2014 8:30;47:30:00;18;Klatovy;KSW18002;l2;;3
3097;0.414;19.6.2014 8:00;71:00:00;18;Klatovy;KSW18002;l2;;4
3098;0.431;20.6.2014 8:30;95:30:00;18;Klatovy;KSW18002;l2;;5
3124;0.465;25.6.2014 10:30;122:00:00;18;Klatovy;KSW18003;l2;;5
3125;0.435;26.6.2014 12:00;147:30:00;18;Klatovy;KSW18003;l2;;6
3151;0.376;5.7.2014 15:00;125:00:00;18;Klatovy;KSW18004;l2;;6
3152;0.372;6.7.2014 11:00;145:00:00;18;Klatovy;KSW18004;l2;;7
3153;0.395;7.7.2014 15:00;173:00:00;18;Klatovy;KSW18004;l2;;8
3154;0.376;8.7.2014 15:00;197:00:00;18;Klatovy;KSW18004;l2;;9
3155;0.367;9.7.2014 15:00;221:00:00;18;Klatovy;KSW18004;l2;;10
3156;0.374;10.7.2014 12:00;242:00:00;18;Klatovy;KSW18004;l2;;11
3174;0.415;2.7.2014 14:00;52:00:00;18;Klatovy;KSW18005;l2;;3
3175;0.408;3.7.2014 14:00;76:00:00;18;Klatovy;KSW18005;l2;;4
3176;0.402;4.7.2014 15:00;101:00:00;18;Klatovy;KSW18005;l2;;5
3254;0.403;6.7.2014 11:00;93:00:00;18;Klatovy;KSW18008;l2;;5
3255;0.409;7.7.2014 15:00;121:00:00;18;Klatovy;KSW18008;l2;;6
3358;0.424;15.6.2014 10:00;97:00:00;18;Klatovy;KSW1801002;l2;;5
3359;0.445;16.6.2014 9:00;120:00:00;18;Klatovy;KSW1801002;l2;;6
3360;0.411;17.6.2014 9:30;144:30:00;18;Klatovy;KSW1801002;l2;;7
3382;0.379;13.6.2014 9:00;48:00:00;18;Klatovy;KSW1801003;l2;;3
3383;0.422;14.6.2014 8:00;71:00:00;18;Klatovy;KSW1801003;l2;;4
3409;0.431;14.6.2014 8:00;71:00:00;18;Klatovy;KSW1801004;l2;;4
3410;0.43;15.6.2014 10:00;97:00:00;18;Klatovy;KSW1801004;l2;;5
3411;0.435;16.6.2014 9:00;120:00:00;18;Klatovy;KSW1801004;l2;;6
3435;0.408;14.6.2014 8:00;71:00:00;18;Klatovy;KSW1801005;l2;;4
3436;0.417;15.6.2014 10:00;97:00:00;18;Klatovy;KSW1801005;l2;;5
3437;0.402;16.6.2014 9:00;120:00:00;18;Klatovy;KSW1801005;l2;;6
3438;0.408;17.6.2014 9:30;144:30:00;18;Klatovy;KSW1801005;l2;;7
3459;0.428;20.6.2014 8:30;24:30:00;18;Klatovy;KSW1801006;l2;;2
3460;0.428;21.6.2014 7:45;47:45:00;18;Klatovy;KSW1801006;l2;;3
3461;0.431;22.6.2014 8:30;72:30:00;18;Klatovy;KSW1801006;l2;;4
3462;0.42;23.6.2014 10:00;98:00:00;18;Klatovy;KSW1801006;l2;;5
3463;0.448;25.6.2014 10:30;146:30:00;18;Klatovy;KSW1801006;l2;;6
3488;0.39;13.7.2014 9:30;114:30:00;18;Klatovy;KSW18011;l2;;5
3489;0.42;14.7.2014 9:45;138:45:00;18;Klatovy;KSW18011;l2;;6
3490;0.431;15.7.2014 15:00;168:00:00;18;Klatovy;KSW18011;l2;;7
3539;0.404;12.7.2014 14:00;95:00:00;18;Klatovy;KSW18013;l2;;4
3540;0.403;13.7.2014 9:30;114:30:00;18;Klatovy;KSW18013;l2;;5
3541;0.401;14.7.2014 9:45;138:45:00;18;Klatovy;KSW18013;l2;;6
3565;0.433;19.6.2014 8:00;94:00:00;15;Praha;PSW15001;l2;;4
3567;0.44;21.6.2014 7:45;141:45:00;15;Praha;PSW15001;l2;;6
3568;0.442;22.6.2014 8:30;166:30:00;15;Praha;PSW15001;l2;;7
3619;0.404;19.6.2014 8:00;94:00:00;15;Praha;PSW15003;l2;;6
3620;0.402;20.6.2014 8:30;118:30:00;15;Praha;PSW15003;l2;;7
3621;0.404;21.6.2014 7:45;141:45:00;15;Praha;PSW15003;l2;;8
3623;0.414;23.6.2014 10:00;192:00:00;15;Praha;PSW15003;l2;;10
3645;0.401;4.7.2014 15:00;125:00:00;15;Praha;PSW15004;l2;;6
3646;0.428;5.7.2014 15:00;149:00:00;15;Praha;PSW15004;l2;;7
3648;0.432;7.7.2014 15:00;197:00:00;15;Praha;PSW15004;l2;;9
3699;0.406;14.7.2014 9:45;210:45:00;15;Praha;PSW15006;l2;;8
3700;0.404;15.7.2014 15:00;240:00:00;15;Praha;PSW15006;l2;;9
3749;0.435;12.7.2014 14:00;147:00:00;15;Praha;PSW15008;l2;;6
3750;0.437;13.7.2014 9:30;166:30:00;15;Praha;PSW15008;l2;;7
3751;0.425;14.7.2014 9:45;190:45:00;15;Praha;PSW15008;l2;;8
3753;0.428;17.7.2014 14:00;267:00:00;15;Praha;PSW15008;l2;;10
3777;0.398;14.7.2014 9:45;190:45:00;15;Praha;PSW15009;l2;;8
3778;0.407;15.7.2014 15:00;220:00:00;15;Praha;PSW15009;l2;;9
3800;0.39;12.7.2014 14:00;119:00:00;15;Praha;PSW15010;l2;;5
3802;0.394;14.7.2014 9:45;162:45:00;15;Praha;PSW15010;l2;;7
3803;0.392;15.7.2014 15:00;192:00:00;15;Praha;PSW15010;l2;;8
3804;0.392;17.7.2014 14:00;239:00:00;15;Praha;PSW15010;l2;;9
3854;0.415;17.7.2014 14:00;191:00:00;15;Praha;PSW15012;l2;;7
3902;0.407;13.7.2014 9:30;90:30:00;15;Praha;PSW15014;l2;;3
3903;0.413;14.7.2014 9:45;114:45:00;15;Praha;PSW15014;l2;;4
3904;0.404;15.7.2014 15:00;144:00:00;15;Praha;PSW15014;l2;;5
3931;0.415;15.7.2014 15:00;144:00:00;15;Praha;PSW15015;l2;;6
3932;0.432;17.7.2014 14:00;191:00:00;15;Praha;PSW15015;l2;;7
3933;0.43;22.7.2014 9:00;306:00:00;15;Praha;PSW15015;l2;;8
3934;0.438;24.7.2014 15:00;360:00:00;15;Praha;PSW15015;l2;;9
3935;0.421;25.7.2014 11:00;380:00:00;15;Praha;PSW15015;l2;;10
3936;0.419;26.7.2014 20:00;413:00:00;15;Praha;PSW15015;l2;;11
3937;0.423;27.7.2014 20:00;437:00:00;15;Praha;PSW15015;l2;;12
3958;0.421;24.7.2014 15:00;360:00:00;15;Praha;PSW15016;l2;;7
3981;0.447;14.6.2014 8:00;94:00:00;18;Praha;PSW18001;l2;;4
3982;0.442;15.6.2014 10:00;120:00:00;18;Praha;PSW18001;l2;;5
4007;0.406;16.6.2014 9:00;72:00:00;18;Praha;PSW18002;l2;;4
4009;0.407;18.6.2014 8:30;119:30:00;18;Praha;PSW18002;l2;;6
4086;0.464;21.6.2014 7:45;94:15:00;18;Praha;PSW18005;l2;;5
4087;0.469;22.6.2014 8:30;119:00:00;18;Praha;PSW18005;l2;;6
4088;0.454;25.6.2014 10:30;193:00:00;18;Praha;PSW18005;l2;;7
4089;0.476;26.6.2014 12:00;218:30:00;18;Praha;PSW18005;l2;;8
4137;0.415;22.6.2014 8:30;72:30:00;18;Praha;PSW18007;l2;;4
4138;0.407;23.6.2014 10:00;98:00:00;18;Praha;PSW18007;l2;;5
4241;0.472;25.6.2014 10:30;98:45:00;18;Praha;PSW18011;l2;;4
4242;0.468;26.6.2014 12:00;124:15:00;18;Praha;PSW18011;l2;;5
4243;0.461;27.6.2014 15:00;151:15:00;18;Praha;PSW18011;l2;;6
4266;0.419;25.6.2014 10:30;74:00:00;18;Praha;PSW18012;l2;;3
4267;0.425;26.6.2014 12:00;99:30:00;18;Praha;PSW18012;l2;;4
4292;0.408;25.6.2014 10:30;74:00:00;18;Praha;PSW18013;l2;;3
4293;0.414;26.6.2014 12:00;99:30:00;18;Praha;PSW18013;l2;;4
4294;0.412;27.6.2014 15:00;126:30:00;18;Praha;PSW18013;l2;;5
4295;0.437;28.6.2014 15:00;150:30:00;18;Praha;PSW18013;l2;;6
4318;0.4;25.6.2014 10:30;74:00:00;18;Praha;PSW18014;l2;;3
4319;0.411;26.6.2014 12:00;99:30:00;18;Praha;PSW18014;l2;;4
4344;0.448;25.6.2014 10:30;74:00:00;18;Praha;PSW18015;l2;;3
4345;0.434;26.6.2014 12:00;99:30:00;18;Praha;PSW18015;l2;;4
4399;0.432;3.7.2014 14:00;119:00:00;18;Praha;PSW18017;l2;;6
4401;0.415;5.7.2014 15:00;168:00:00;18;Praha;PSW18017;l2;;8
4402;0.441;6.7.2014 11:00;188:00:00;18;Praha;PSW18017;l2;;9
4403;0.407;7.7.2014 15:00;216:00:00;18;Praha;PSW18017;l2;;10
4404;0.412;8.7.2014 15:00;240:00:00;18;Praha;PSW18017;l2;;11
4405;0.419;9.7.2014 15:00;264:00:00;18;Praha;PSW18017;l2;;12
4450;0.45;2.7.2014 14:00;95:00:00;18;Praha;PSW18019;l2;;5
4451;0.42;3.7.2014 14:00;119:00:00;18;Praha;PSW18019;l2;;6
4475;0.401;1.7.2014 11:00;68:00:00;18;Praha;PSW18020;l2;;4
4476;0.407;2.7.2014 14:00;95:00:00;18;Praha;PSW18020;l2;;5
4477;0.405;3.7.2014 14:00;119:00:00;18;Praha;PSW18020;l2;;6
4527;0.406;1.7.2014 11:00;68:00:00;18;Praha;PSW18022;l2;;4
4528;0.415;2.7.2014 14:00;95:00:00;18;Praha;PSW18022;l2;;5
4529;0.418;3.7.2014 14:00;119:00:00;18;Praha;PSW18022;l2;;6
4553;0.411;2.7.2014 14:00;76:00:00;18;Praha;PSW18023;l2;;4
4554;0.404;3.7.2014 14:00;100:00:00;18;Praha;PSW18023;l2;;5
4577;0.409;1.7.2014 11:00;25:00:00;18;Praha;PSW18024;l2;;2
4578;0.394;2.7.2014 14:00;52:00:00;18;Praha;PSW18024;l2;;3
4579;0.403;3.7.2014 14:00;76:00:00;18;Praha;PSW18024;l2;;4
4580;0.398;4.7.2014 15:00;101:00:00;18;Praha;PSW18024;l2;;5
4604;0.394;2.7.2014 14:00;52:00:00;18;Praha;PSW18025;l2;;3
4605;0.392;3.7.2014 14:00;76:00:00;18;Praha;PSW18025;l2;;4
4606;0.411;4.7.2014 15:00;101:00:00;18;Praha;PSW18025;l2;;5
4629;0.438;1.7.2014 11:00;25:00:00;18;Praha;PSW18026;l2;;2
